sample_id,frame_id,scenario_id,view_id,traffic_light_id,n_inview,n_inview_veh,n_inview_ped,density_bin,gt_dist_mean_m,gt_dist_min_m,gt_speed_mean_mps,gt_speed_max_mps,frac_parked,frac_moving,camera_x,camera_y
moving_ego_pps200000_low_8loops_stride2_002206_frame86456,86456,moving_ego_training,autopilot_spawn80,,0,0,0,0,,,,,,,-50.97294235229492,-61.182090759277344
moving_ego_pps200000_low_8loops_stride2_002207_frame86458,86458,moving_ego_training,autopilot_spawn80,,0,0,0,0,,,,,,,-51.526100158691406,-61.58334732055664
moving_ego_pps200000_low_8loops_stride2_002221_frame86486,86486,moving_ego_training,autopilot_spawn80,,0,0,0,0,,,,,,,-60.06754684448242,-65.05107879638672
moving_ego_pps200000_low_8loops_stride2_002222_frame86488,86488,moving_ego_training,autopilot_spawn80,,0,0,0,0,,,,,,,-60.73653030395508,-65.0750503540039
moving_ego_pps200000_low_8loops_stride2_002232_frame86508,86508,moving_ego_training,autopilot_spawn80,,2,1,1,1-2,37.912,37.491,0.0,0.0,1.0,0.0,-67.35255432128906,-65.38638305664062
moving_ego_pps200000_low_8loops_stride2_002235_frame86514,86514,moving_ego_training,autopilot_spawn80,,2,1,1,1-2,36.121,35.55,0.0,0.0,1.0,0.0,-69.33621215820312,-65.41533660888672
moving_ego_pps200000_low_8loops_stride2_002237_frame86518,86518,moving_ego_training,autopilot_spawn80,,2,1,1,1-2,34.897,34.24,0.0,0.0,1.0,0.0,-70.65879821777344,-65.34131622314453
moving_ego_pps200000_low_8loops_stride2_002252_frame86548,86548,moving_ego_training,autopilot_spawn80,,2,2,0,1-2,22.856,21.341,3.661,7.323,0.5,0.5,-80.4725341796875,-63.96721649169922
moving_ego_pps200000_low_8loops_stride2_002254_frame86552,86552,moving_ego_training,autopilot_spawn80,,2,2,0,1-2,20.151,17.248,3.674,7.348,0.5,0.5,-81.74320983886719,-63.60145568847656
moving_ego_pps200000_low_8loops_stride2_002258_frame86560,86560,moving_ego_training,autopilot_spawn80,,2,2,0,1-2,14.774,9.117,3.645,7.289,0.5,0.5,-84.24227142333984,-62.71786880493164
moving_ego_pps200000_low_8loops_stride2_002261_frame86566,86566,moving_ego_training,autopilot_spawn80,,2,2,0,1-2,11.418,4.345,3.387,6.773,0.5,0.5,-86.06848907470703,-61.92694091796875
moving_ego_pps200000_low_8loops_stride2_002263_frame86570,86570,moving_ego_training,autopilot_spawn80,,1,1,0,1-2,17.212,17.212,0.0,0.0,1.0,0.0,-87.27510833740234,-61.37693786621094
moving_ego_pps200000_low_8loops_stride2_002264_frame86572,86572,moving_ego_training,autopilot_spawn80,,1,1,0,1-2,16.592,16.592,0.0,0.0,1.0,0.0,-87.85320281982422,-61.051788330078125
moving_ego_pps200000_low_8loops_stride2_002265_frame86574,86574,moving_ego_training,autopilot_spawn80,,1,1,0,1-2,15.971,15.971,0.0,0.0,1.0,0.0,-88.4372787475586,-60.73660659790039
moving_ego_pps200000_low_8loops_stride2_002275_frame86594,86594,moving_ego_training,autopilot_spawn80,,1,1,0,1-2,10.486,10.486,0.0,0.0,1.0,0.0,-93.91594696044922,-57.03435516357422
moving_ego_pps200000_low_8loops_stride2_002280_frame86604,86604,moving_ego_training,autopilot_spawn80,,1,1,0,1-2,8.778,8.778,0.0,0.0,1.0,0.0,-96.3781967163086,-54.809356689453125
moving_ego_pps200000_low_8loops_stride2_002296_frame86636,86636,moving_ego_training,autopilot_spawn80,,1,1,0,1-2,21.742,21.742,7.372,7.372,0.0,1.0,-103.0301284790039,-46.49887466430664
moving_ego_pps200000_low_8loops_stride2_002325_frame86694,86694,moving_ego_training,autopilot_spawn80,,0,0,0,0,,,,,,,-109.5712890625,-28.537511825561523
moving_ego_pps200000_low_8loops_stride2_002326_frame86696,86696,moving_ego_training,autopilot_spawn80,,0,0,0,0,,,,,,,-109.66142272949219,-27.87932014465332
moving_ego_pps200000_low_8loops_stride2_002330_frame86704,86704,moving_ego_training,autopilot_spawn80,,0,0,0,0,,,,,,,-109.93724060058594,-25.24757194519043
moving_ego_pps200000_low_8loops_stride2_002333_frame86710,86710,moving_ego_training,autopilot_spawn80,,0,0,0,0,,,,,,,-110.05728149414062,-23.270217895507812
moving_ego_pps200000_low_8loops_stride2_002340_frame86724,86724,moving_ego_training,autopilot_spawn80,,1,0,1,1-2,37.738,37.738,0.0,0.0,1.0,0.0,-110.25015258789062,-18.64458656311035
moving_ego_pps200000_low_8loops_stride2_002350_frame86744,86744,moving_ego_training,autopilot_spawn80,,1,0,1,1-2,30.561,30.561,0.0,0.0,1.0,0.0,-110.34414672851562,-11.993154525756836
moving_ego_pps200000_low_8loops_stride2_002357_frame86758,86758,moving_ego_training,autopilot_spawn80,,2,1,1,1-2,14.888,3.813,2.531,5.061,0.5,0.5,-110.35822296142578,-7.33797025680542
moving_ego_pps200000_low_8loops_stride2_002363_frame86770,86770,moving_ego_training,autopilot_spawn80,,2,1,1,1-2,13.369,4.22,2.171,4.341,0.5,0.5,-110.35730743408203,-3.3683197498321533
moving_ego_pps200000_low_8loops_stride2_002369_frame86782,86782,moving_ego_training,autopilot_spawn80,,1,1,0,1-2,6.664,6.664,7.435,7.435,0.0,1.0,-110.34862518310547,0.5833262801170349
moving_ego_pps200000_low_8loops_stride2_002373_frame86790,86790,moving_ego_training,autopilot_spawn80,,1,1,0,1-2,9.57,9.57,7.448,7.448,0.0,1.0,-110.3448486328125,3.231994390487671
moving_ego_pps200000_low_8loops_stride2_002376_frame86796,86796,moving_ego_training,autopilot_spawn80,,1,1,0,1-2,11.896,11.896,7.45,7.45,0.0,1.0,-110.33365631103516,5.219860076904297
moving_ego_pps200000_low_8loops_stride2_002378_frame86800,86800,moving_ego_training,autopilot_spawn80,,1,1,0,1-2,13.463,13.463,7.441,7.441,0.0,1.0,-110.32107543945312,6.557959079742432
moving_ego_pps200000_low_8loops_stride2_002380_frame86804,86804,moving_ego_training,autopilot_spawn80,,1,1,0,1-2,15.053,15.053,7.436,7.436,0.0,1.0,-110.30463409423828,7.887113094329834
moving_ego_pps200000_low_8loops_stride2_002383_frame86810,86810,moving_ego_training,autopilot_spawn80,,1,1,0,1-2,17.488,17.488,7.434,7.434,0.0,1.0,-110.19155883789062,9.870467185974121
moving_ego_pps200000_low_8loops_stride2_002390_frame86824,86824,moving_ego_training,autopilot_spawn80,,2,2,0,1-2,30.093,23.508,3.715,7.43,0.5,0.5,-109.02812957763672,14.370762825012207
moving_ego_pps200000_low_8loops_stride2_002396_frame86836,86836,moving_ego_training,autopilot_spawn80,,2,2,0,1-2,31.2,29.25,3.718,7.436,0.5,0.5,-107.08330535888672,17.86720848083496
moving_ego_pps200000_low_8loops_stride2_002400_frame86844,86844,moving_ego_training,autopilot_spawn80,,2,2,0,1-2,32.07,30.668,4.456,7.444,0.0,1.0,-105.37993621826172,19.924407958984375
moving_ego_pps200000_low_8loops_stride2_002402_frame86848,86848,moving_ego_training,autopilot_spawn80,,2,2,0,1-2,32.393,29.062,4.894,7.434,0.0,1.0,-104.4198989868164,20.84760284423828
moving_ego_pps200000_low_8loops_stride2_002406_frame86856,86856,moving_ego_training,autopilot_spawn80,,1,1,0,1-2,25.193,25.193,4.314,4.314,0.0,1.0,-102.28288269042969,22.436477661132812
moving_ego_pps200000_low_8loops_stride2_002412_frame86868,86868,moving_ego_training,autopilot_spawn80,,0,0,0,0,,,,,,,-98.5733871459961,23.947717666625977
moving_ego_pps200000_low_8loops_stride2_002429_frame86902,86902,moving_ego_training,autopilot_spawn80,,0,0,0,0,,,,,,,-87.28419494628906,24.68326759338379
moving_ego_pps200000_low_8loops_stride2_002441_frame86926,86926,moving_ego_training,autopilot_spawn80,,0,0,0,0,,,,,,,-79.32414245605469,24.71413230895996
moving_ego_pps200000_low_8loops_stride2_002442_frame86928,86928,moving_ego_training,autopilot_spawn80,,0,0,0,0,,,,,,,-78.66098022460938,24.71009635925293
moving_ego_pps200000_low_8loops_stride2_002451_frame86946,86946,moving_ego_training,autopilot_spawn80,,1,1,0,1-2,37.037,37.037,0.0,0.0,1.0,0.0,-72.684326171875,24.660818099975586
moving_ego_pps200000_low_8loops_stride2_002452_frame86948,86948,moving_ego_training,autopilot_spawn80,,1,1,0,1-2,36.675,36.675,0.0,0.0,1.0,0.0,-72.02472686767578,24.654052734375
moving_ego_pps200000_low_8loops_stride2_002460_frame86964,86964,moving_ego_training,autopilot_spawn80,,1,1,0,1-2,35.858,35.858,0.0,0.0,1.0,0.0,-70.47228240966797,24.63945198059082
moving_ego_pps200000_low_8loops_stride2_002461_frame86966,86966,moving_ego_training,autopilot_spawn80,,1,1,0,1-2,35.858,35.858,0.0,0.0,1.0,0.0,-70.47228240966797,24.63945198059082
moving_ego_pps200000_low_8loops_stride2_002465_frame86974,86974,moving_ego_training,autopilot_spawn80,,1,1,0,1-2,35.858,35.858,0.0,0.0,1.0,0.0,-70.47228240966797,24.63945198059082
moving_ego_pps200000_low_8loops_stride2_002466_frame86976,86976,moving_ego_training,autopilot_spawn80,,1,1,0,1-2,35.858,35.858,0.0,0.0,1.0,0.0,-70.47228240966797,24.63945198059082
moving_ego_pps200000_low_8loops_stride2_002472_frame86988,86988,moving_ego_training,autopilot_spawn80,,1,1,0,1-2,35.858,35.858,0.0,0.0,1.0,0.0,-70.47228240966797,24.63945198059082
moving_ego_pps200000_low_8loops_stride2_002483_frame87010,87010,moving_ego_training,autopilot_spawn80,,1,1,0,1-2,30.712,30.712,4.936,4.936,0.0,1.0,-70.47228240966797,24.63945198059082
moving_ego_pps200000_low_8loops_stride2_002495_frame87034,87034,moving_ego_training,autopilot_spawn80,,1,1,0,1-2,19.889,19.889,7.402,7.402,0.0,1.0,-70.47228240966797,24.63945198059082
moving_ego_pps200000_low_8loops_stride2_002500_frame87044,87044,moving_ego_training,autopilot_spawn80,,1,1,0,1-2,18.206,18.206,7.389,7.389,0.0,1.0,-70.47228240966797,24.63945198059082
moving_ego_pps200000_low_8loops_stride2_002502_frame87048,87048,moving_ego_training,autopilot_spawn80,,1,1,0,1-2,18.344,18.344,7.381,7.381,0.0,1.0,-70.47228240966797,24.63945198059082
moving_ego_pps200000_low_8loops_stride2_002507_frame87058,87058,moving_ego_training,autopilot_spawn80,,1,1,0,1-2,20.626,20.626,7.37,7.37,0.0,1.0,-70.47228240966797,24.63945198059082
moving_ego_pps200000_low_8loops_stride2_002513_frame87070,87070,moving_ego_training,autopilot_spawn80,,1,1,0,1-2,25.996,25.996,7.399,7.399,0.0,1.0,-70.47228240966797,24.63945198059082
moving_ego_pps200000_low_8loops_stride2_002521_frame87086,87086,moving_ego_training,autopilot_spawn80,,1,1,0,1-2,35.416,35.416,7.372,7.372,0.0,1.0,-70.47228240966797,24.63945198059082
moving_ego_pps200000_low_8loops_stride2_002523_frame87090,87090,moving_ego_training,autopilot_spawn80,,1,1,0,1-2,37.973,37.973,7.374,7.374,0.0,1.0,-70.47228240966797,24.63945198059082
moving_ego_pps200000_low_8loops_stride2_002526_frame87096,87096,moving_ego_training,autopilot_spawn80,,0,0,0,0,,,,,,,-70.47228240966797,24.63945198059082
moving_ego_pps200000_low_8loops_stride2_002531_frame87106,87106,moving_ego_training,autopilot_spawn80,,0,0,0,0,,,,,,,-70.47228240966797,24.63945198059082
moving_ego_pps200000_low_8loops_stride2_002533_frame87110,87110,moving_ego_training,autopilot_spawn80,,0,0,0,0,,,,,,,-70.47228240966797,24.63945198059082
moving_ego_pps200000_low_8loops_stride2_002534_frame87112,87112,moving_ego_training,autopilot_spawn80,,0,0,0,0,,,,,,,-70.47228240966797,24.63945198059082
moving_ego_pps200000_low_8loops_stride2_002539_frame87122,87122,moving_ego_training,autopilot_spawn80,,0,0,0,0,,,,,,,-70.47228240966797,24.63945198059082
moving_ego_pps200000_low_8loops_stride2_002549_frame87142,87142,moving_ego_training,autopilot_spawn80,,0,0,0,0,,,,,,,-70.47228240966797,24.63945198059082
moving_ego_pps200000_low_8loops_stride2_002551_frame87146,87146,moving_ego_training,autopilot_spawn80,,0,0,0,0,,,,,,,-70.47228240966797,24.63945198059082
moving_ego_pps200000_low_8loops_stride2_002560_frame87164,87164,moving_ego_training,autopilot_spawn80,,0,0,0,0,,,,,,,-70.47228240966797,24.63945198059082
moving_ego_pps200000_low_8loops_stride2_002569_frame87182,87182,moving_ego_training,autopilot_spawn80,,0,0,0,0,,,,,,,-70.47228240966797,24.63945198059082
moving_ego_pps200000_low_8loops_stride2_002575_frame87194,87194,moving_ego_training,autopilot_spawn80,,0,0,0,0,,,,,,,-70.47228240966797,24.63945198059082
moving_ego_pps200000_low_8loops_stride2_002586_frame87216,87216,moving_ego_training,autopilot_spawn80,,0,0,0,0,,,,,,,-70.47228240966797,24.63945198059082
moving_ego_pps200000_low_8loops_stride2_002591_frame87226,87226,moving_ego_training,autopilot_spawn80,,0,0,0,0,,,,,,,-70.47228240966797,24.63945198059082
moving_ego_pps200000_low_8loops_stride2_002593_frame87230,87230,moving_ego_training,autopilot_spawn80,,0,0,0,0,,,,,,,-70.47228240966797,24.63945198059082
moving_ego_pps200000_low_8loops_stride2_002607_frame87258,87258,moving_ego_training,autopilot_spawn80,,0,0,0,0,,,,,,,-70.47228240966797,24.63945198059082
moving_ego_pps200000_low_8loops_stride2_002612_frame87268,87268,moving_ego_training,autopilot_spawn80,,0,0,0,0,,,,,,,-70.47228240966797,24.63945198059082
moving_ego_pps200000_low_8loops_stride2_002627_frame87298,87298,moving_ego_training,autopilot_spawn80,,1,1,0,1-2,36.956,36.956,2.29,2.29,0.0,1.0,-69.36685943603516,24.6293888092041
moving_ego_pps200000_low_8loops_stride2_002637_frame87318,87318,moving_ego_training,autopilot_spawn80,,1,1,0,1-2,32.156,32.156,0.0,0.0,0.0,0.0,-62.77891159057617,24.463363647460938
moving_ego_pps200000_low_8loops_stride2_002642_frame87328,87328,moving_ego_training,autopilot_spawn80,,1,1,0,1-2,30.55,30.55,0.0,0.0,0.0,0.0,-59.501426696777344,23.93992805480957
moving_ego_pps200000_low_8loops_stride2_002655_frame87354,87354,moving_ego_training,autopilot_spawn80,,0,0,0,0,,,,,,,-51.90884017944336,19.926315307617188
moving_ego_pps200000_low_8loops_stride2_002661_frame87366,87366,moving_ego_training,autopilot_spawn80,,0,0,0,0,,,,,,,-49.03009796142578,17.175416946411133
moving_ego_pps200000_low_8loops_stride2_002662_frame87368,87368,moving_ego_training,autopilot_spawn80,,0,0,0,0,,,,,,,-48.640316009521484,16.62867546081543
moving_ego_pps200000_low_8loops_stride2_002678_frame87400,87400,moving_ego_training,autopilot_spawn80,,0,0,0,0,,,,,,,-45.184635162353516,6.706919193267822
moving_ego_pps200000_low_8loops_stride2_002681_frame87406,87406,moving_ego_training,autopilot_spawn80,,0,0,0,0,,,,,,,-45.153846740722656,4.7091240882873535
moving_ego_pps200000_low_8loops_stride2_002682_frame87408,87408,moving_ego_training,autopilot_spawn80,,0,0,0,0,,,,,,,-45.132774353027344,4.044841289520264
moving_ego_pps200000_low_8loops_stride2_002686_frame87416,87416,moving_ego_training,autopilot_spawn80,,0,0,0,0,,,,,,,-45.0665168762207,1.3944368362426758
moving_ego_pps200000_low_8loops_stride2_002689_frame87422,87422,moving_ego_training,autopilot_spawn80,,0,0,0,0,,,,,,,-45.048892974853516,-0.605957567691803
moving_ego_pps200000_low_8loops_stride2_002690_frame87424,87424,moving_ego_training,autopilot_spawn80,,0,0,0,0,,,,,,,-45.04925537109375,-1.2726601362228394
moving_ego_pps200000_low_8loops_stride2_002691_frame87426,87426,moving_ego_training,autopilot_spawn80,,0,0,0,0,,,,,,,-45.05891418457031,-1.9376879930496216
moving_ego_pps200000_low_8loops_stride2_002694_frame87432,87432,moving_ego_training,autopilot_spawn80,,0,0,0,0,,,,,,,-45.10374450683594,-3.9348959922790527
moving_ego_pps200000_low_8loops_stride2_002701_frame87446,87446,moving_ego_training,autopilot_spawn80,,0,0,0,0,,,,,,,-45.146114349365234,-8.580792427062988
moving_ego_pps200000_low_8loops_stride2_002715_frame87474,87474,moving_ego_training,autopilot_spawn80,,0,0,0,0,,,,,,,-45.273075103759766,-17.858652114868164
moving_ego_pps200000_low_8loops_stride2_002729_frame87502,87502,moving_ego_training,autopilot_spawn80,,0,0,0,0,,,,,,,-45.363895416259766,-27.174449920654297
moving_ego_pps200000_low_8loops_stride2_002731_frame87506,87506,moving_ego_training,autopilot_spawn80,,0,0,0,0,,,,,,,-45.369747161865234,-28.504562377929688
moving_ego_pps200000_low_8loops_stride2_002732_frame87508,87508,moving_ego_training,autopilot_spawn80,,1,1,0,1-2,39.581,39.581,7.373,7.373,0.0,1.0,-45.372711181640625,-29.171403884887695
moving_ego_pps200000_low_8loops_stride2_002735_frame87514,87514,moving_ego_training,autopilot_spawn80,,1,1,0,1-2,37.396,37.396,7.382,7.382,0.0,1.0,-45.37638473510742,-31.170591354370117
moving_ego_pps200000_low_8loops_stride2_002736_frame87516,87516,moving_ego_training,autopilot_spawn80,,1,1,0,1-2,36.778,36.778,7.384,7.384,0.0,1.0,-45.37676239013672,-31.835298538208008
moving_ego_pps200000_low_8loops_stride2_002742_frame87528,87528,moving_ego_training,autopilot_spawn80,,2,1,1,1-2,37.207,34.425,3.69,7.38,0.5,0.5,-45.357383728027344,-35.82088088989258
moving_ego_pps200000_low_8loops_stride2_002749_frame87542,87542,moving_ego_training,autopilot_spawn80,,2,1,1,1-2,35.949,35.043,3.684,7.367,0.5,0.5,-45.30805969238281,-40.372127532958984
moving_ego_pps200000_low_8loops_stride2_002756_frame87556,87556,moving_ego_training,autopilot_spawn80,,1,0,1,1-2,37.484,37.484,0.0,0.0,1.0,0.0,-45.305259704589844,-40.71694564819336
moving_ego_pps200000_low_8loops_stride2_002757_frame87558,87558,moving_ego_training,autopilot_spawn80,,1,0,1,1-2,37.596,37.596,0.0,0.0,1.0,0.0,-45.305259704589844,-40.71694564819336
moving_ego_pps200000_low_8loops_stride2_002762_frame87568,87568,moving_ego_training,autopilot_spawn80,,1,0,1,1-2,38.29,38.29,0.0,0.0,1.0,0.0,-45.305259704589844,-40.71694564819336
moving_ego_pps200000_low_8loops_stride2_002779_frame87602,87602,moving_ego_training,autopilot_spawn80,,0,0,0,0,,,,,,,-45.305259704589844,-40.71694564819336
moving_ego_pps200000_low_8loops_stride2_002782_frame87608,87608,moving_ego_training,autopilot_spawn80,,0,0,0,0,,,,,,,-45.305259704589844,-40.71694564819336
moving_ego_pps200000_low_8loops_stride2_002788_frame87620,87620,moving_ego_training,autopilot_spawn80,,0,0,0,0,,,,,,,-45.305259704589844,-40.71694564819336
moving_ego_pps200000_low_8loops_stride2_002798_frame87640,87640,moving_ego_training,autopilot_spawn80,,0,0,0,0,,,,,,,-45.305259704589844,-40.71694564819336
moving_ego_pps200000_low_8loops_stride2_002826_frame87696,87696,moving_ego_training,autopilot_spawn80,,0,0,0,0,,,,,,,-45.305259704589844,-40.71694564819336
moving_ego_pps200000_low_8loops_stride2_002837_frame87718,87718,moving_ego_training,autopilot_spawn80,,0,0,0,0,,,,,,,-45.305259704589844,-40.71694564819336
moving_ego_pps200000_low_8loops_stride2_002839_frame87722,87722,moving_ego_training,autopilot_spawn80,,0,0,0,0,,,,,,,-45.305259704589844,-40.71694564819336
moving_ego_pps200000_low_8loops_stride2_002846_frame87736,87736,moving_ego_training,autopilot_spawn80,,0,0,0,0,,,,,,,-45.305259704589844,-40.71694564819336
moving_ego_pps200000_low_8loops_stride2_002847_frame87738,87738,moving_ego_training,autopilot_spawn80,,0,0,0,0,,,,,,,-45.305259704589844,-40.71694564819336
moving_ego_pps200000_low_8loops_stride2_002849_frame87742,87742,moving_ego_training,autopilot_spawn80,,0,0,0,0,,,,,,,-45.305259704589844,-40.71694564819336
moving_ego_pps200000_low_8loops_stride2_002855_frame87754,87754,moving_ego_training,autopilot_spawn80,,0,0,0,0,,,,,,,-45.28515625,-42.809120178222656
moving_ego_pps200000_low_8loops_stride2_002856_frame87756,87756,moving_ego_training,autopilot_spawn80,,0,0,0,0,,,,,,,-45.273292541503906,-43.47029495239258
moving_ego_pps200000_low_8loops_stride2_002858_frame87760,87760,moving_ego_training,autopilot_spawn80,,0,0,0,0,,,,,,,-45.2563591003418,-44.79072570800781
moving_ego_pps200000_low_8loops_stride2_002873_frame87790,87790,moving_ego_training,autopilot_spawn80,,0,0,0,0,,,,,,,-46.24324035644531,-54.59126281738281
moving_ego_pps200000_low_8loops_stride2_002875_frame87794,87794,moving_ego_training,autopilot_spawn80,,0,0,0,0,,,,,,,-46.78997039794922,-55.80735778808594
moving_ego_pps200000_low_8loops_stride2_002876_frame87796,87796,moving_ego_training,autopilot_spawn80,,0,0,0,0,,,,,,,-47.11952590942383,-56.388763427734375
moving_ego_pps200000_low_8loops_stride2_002886_frame87816,87816,moving_ego_training,autopilot_spawn80,,0,0,0,0,,,,,,,-51.37798309326172,-61.51631546020508
moving_ego_pps200000_low_8loops_stride2_002897_frame87838,87838,moving_ego_training,autopilot_spawn80,,0,0,0,0,,,,,,,-57.94365692138672,-64.69120025634766
moving_ego_pps200000_low_8loops_stride2_002898_frame87840,87840,moving_ego_training,autopilot_spawn80,,0,0,0,0,,,,,,,-58.59346389770508,-64.84740447998047
moving_ego_pps200000_low_8loops_stride2_002915_frame87874,87874,moving_ego_training,autopilot_spawn80,,1,1,0,1-2,35.045,35.045,0.0,0.0,1.0,0.0,-69.84799194335938,-65.3958511352539
moving_ego_pps200000_low_8loops_stride2_002917_frame87878,87878,moving_ego_training,autopilot_spawn80,,1,1,0,1-2,33.735,33.735,0.0,0.0,1.0,0.0,-71.17059326171875,-65.32011413574219
moving_ego_pps200000_low_8loops_stride2_002925_frame87894,87894,moving_ego_training,autopilot_spawn80,,2,2,0,1-2,31.253,28.48,3.682,7.363,0.5,0.5,-76.44649505615234,-64.8280029296875
moving_ego_pps200000_low_8loops_stride2_002928_frame87900,87900,moving_ego_training,autopilot_spawn80,,2,2,0,1-2,27.312,26.499,3.67,7.34,0.5,0.5,-78.39767456054688,-64.45901489257812
moving_ego_pps200000_low_8loops_stride2_002929_frame87902,87902,moving_ego_training,autopilot_spawn80,,2,2,0,1-2,25.984,25.839,3.671,7.343,0.5,0.5,-79.04534912109375,-64.32342529296875
moving_ego_pps200000_low_8loops_stride2_002935_frame87914,87914,moving_ego_training,autopilot_spawn80,,2,2,0,1-2,17.89,13.891,3.679,7.357,0.5,0.5,-82.85287475585938,-63.21453857421875
moving_ego_pps200000_low_8loops_stride2_002936_frame87916,87916,moving_ego_training,autopilot_spawn80,,2,2,0,1-2,16.538,11.841,3.687,7.374,0.5,0.5,-83.4768295288086,-62.987911224365234
moving_ego_pps200000_low_8loops_stride2_002946_frame87936,87936,moving_ego_training,autopilot_spawn80,,1,1,0,1-2,14.881,14.881,0.0,0.0,1.0,0.0,-89.46829223632812,-60.16202163696289
moving_ego_pps200000_low_8loops_stride2_002956_frame87956,87956,moving_ego_training,autopilot_spawn80,,1,1,0,1-2,9.755,9.755,0.0,0.0,1.0,0.0,-94.81568908691406,-56.27284622192383
moving_ego_pps200000_low_8loops_stride2_002958_frame87960,87960,moving_ego_training,autopilot_spawn80,,1,1,0,1-2,9.058,9.058,0.0,0.0,1.0,0.0,-95.81866455078125,-55.401729583740234
moving_ego_pps200000_low_8loops_stride2_002966_frame87976,87976,moving_ego_training,autopilot_spawn80,,0,0,0,0,,,,,,,-99.46713256835938,-51.51344680786133
moving_ego_pps200000_low_8loops_stride2_002979_frame88002,88002,moving_ego_training,autopilot_spawn80,,0,0,0,0,,,,,,,-104.28663635253906,-44.32944869995117
moving_ego_pps200000_low_8loops_stride2_002982_frame88008,88008,moving_ego_training,autopilot_spawn80,,0,0,0,0,,,,,,,-105.21397399902344,-42.56715774536133
moving_ego_pps200000_low_8loops_stride2_002993_frame88030,88030,moving_ego_training,autopilot_spawn80,,0,0,0,0,,,,,,,-107.91382598876953,-35.79995346069336
moving_ego_pps200000_low_8loops_stride2_003003_frame88050,88050,moving_ego_training,autopilot_spawn80,,0,0,0,0,,,,,,,-109.4312515258789,-29.338167190551758
moving_ego_pps200000_low_8loops_stride2_003007_frame88058,88058,moving_ego_training,autopilot_spawn80,,1,0,1,1-2,39.746,39.746,0.0,0.0,1.0,0.0,-109.79610443115234,-26.708953857421875
moving_ego_pps200000_low_8loops_stride2_003016_frame88076,88076,moving_ego_training,autopilot_spawn80,,1,0,1,1-2,35.84,35.84,0.0,0.0,1.0,0.0,-110.18070983886719,-20.78211784362793
moving_ego_pps200000_low_8loops_stride2_003038_frame88120,88120,moving_ego_training,autopilot_spawn80,,3,1,2,3-4,19.21,3.838,1.623,4.869,0.667,0.333,-110.35718536376953,-6.15692663192749
moving_ego_pps200000_low_8loops_stride2_003046_frame88136,88136,moving_ego_training,autopilot_spawn80,,4,1,3,3-4,22.878,4.983,1.878,7.511,0.75,0.25,-110.34762573242188,-0.8792718648910522
moving_ego_pps200000_low_8loops_stride2_003068_frame88180,88180,moving_ego_training,autopilot_spawn80,,2,1,1,1-2,23.865,21.999,3.715,7.429,0.5,0.5,-109.35506439208984,13.61374282836914
moving_ego_pps200000_low_8loops_stride2_003079_frame88202,88202,moving_ego_training,autopilot_spawn80,,2,1,1,1-2,25.38,17.928,3.722,7.444,0.5,0.5,-105.4870376586914,19.814027786254883
moving_ego_pps200000_low_8loops_stride2_003084_frame88212,88212,moving_ego_training,autopilot_spawn80,,3,1,2,3-4,21.376,10.84,2.477,7.431,0.667,0.333,-102.95277404785156,21.969833374023438
moving_ego_pps200000_low_8loops_stride2_003099_frame88242,88242,moving_ego_training,autopilot_spawn80,,0,0,0,0,,,,,,,-93.39603424072266,24.47637367248535
moving_ego_pps200000_low_8loops_stride2_003108_frame88260,88260,moving_ego_training,autopilot_spawn80,,0,0,0,0,,,,,,,-87.43611145019531,24.685110092163086
moving_ego_pps200000_low_8loops_stride2_003110_frame88264,88264,moving_ego_training,autopilot_spawn80,,0,0,0,0,,,,,,,-86.111572265625,24.704334259033203
moving_ego_pps200000_low_8loops_stride2_003112_frame88268,88268,moving_ego_training,autopilot_spawn80,,0,0,0,0,,,,,,,-84.78704833984375,24.722148895263672
moving_ego_pps200000_low_8loops_stride2_003114_frame88272,88272,moving_ego_training,autopilot_spawn80,,0,0,0,0,,,,,,,-83.45928955078125,24.72901725769043
moving_ego_pps200000_low_8loops_stride2_003126_frame88296,88296,moving_ego_training,autopilot_spawn80,,0,0,0,0,,,,,,,-75.49398040771484,24.68375015258789
moving_ego_pps200000_low_8loops_stride2_003134_frame88312,88312,moving_ego_training,autopilot_spawn80,,1,1,0,1-2,37.412,37.412,0.0,0.0,1.0,0.0,-70.44163513183594,24.643510818481445
moving_ego_pps200000_low_8loops_stride2_003161_frame88366,88366,moving_ego_training,autopilot_spawn80,,1,1,0,1-2,34.818,34.818,4.403,4.403,0.0,1.0,-70.29430389404297,24.642393112182617
moving_ego_pps200000_low_8loops_stride2_003168_frame88380,88380,moving_ego_training,autopilot_spawn80,,1,1,0,1-2,31.2,31.2,6.985,6.985,0.0,1.0,-70.29430389404297,24.642393112182617
moving_ego_pps200000_low_8loops_stride2_003170_frame88384,88384,moving_ego_training,autopilot_spawn80,,1,1,0,1-2,30.127,30.127,7.375,7.375,0.0,1.0,-70.29430389404297,24.642393112182617
moving_ego_pps200000_low_8loops_stride2_003192_frame88428,88428,moving_ego_training,autopilot_spawn80,,1,1,0,1-2,36.448,36.448,7.407,7.407,0.0,1.0,-70.29430389404297,24.642393112182617
moving_ego_pps200000_low_8loops_stride2_003198_frame88440,88440,moving_ego_training,autopilot_spawn80,,0,0,0,0,,,,,,,-70.29430389404297,24.642393112182617
