action_index,profile_id,model_family,quantization_mode,quantization_bits,roi_drop_fraction,checkpoint_sha256,action_contract_sha256,registry_binding_status,fixture_status,production_codec_status,in_memory_wire_status,wire_shape_status,map_schema_status,model_front_status,model_edge_status,roi_execution_status,ae_execution_status,tail_execution_status,actual_udp_status,technical_validity_status,blocking_codes,pickle_bytes,zstd_bytes,udp_chunks,payload_bytes_uncompressed,max_quantization_abs_error,compressed_sha256
45,ae64__u6__q0.7__zstd3__ckptc6a2362c7c2d,ae64,per_channel_uint6,6,0.7,c6a2362c7c2d72ff31825508ae7532c0796ec063a8556317d47d8d30fad99480,b01d264750f75445cac4ef316b12d01269bda92723f6316bb47f3ce70209a31b,PASS,PASS,PASS_MODEL_FEATURES,PASS,PASS,PASS,PASS_STRICT,PASS_STRICT,PASS_RANK_DROP_VERIFIED,PASS_INTEGRATED_AE,PASS_FINITE,PASS,TECHNICALLY_VALID,,220033,89352,2,580608,,ae7c9033ba7d02773ef12e22ccc2a2520204c2c57d125717da5418c0fd004c80
46,ae64__u6__q0.9__zstd3__ckptc6a2362c7c2d,ae64,per_channel_uint6,6,0.9,c6a2362c7c2d72ff31825508ae7532c0796ec063a8556317d47d8d30fad99480,a3f4e23b05d1e7794f087b9e38298bbe7fe44f80fddafbb0052f552b9ecfd319,PASS,PASS,PASS_MODEL_FEATURES,PASS,PASS,PASS,PASS_STRICT,PASS_STRICT,PASS_RANK_DROP_VERIFIED,PASS_INTEGRATED_AE,PASS_FINITE,PASS,TECHNICALLY_VALID,,220033,41967,1,580608,,5f73bbcc4f6487079763fb37663fc2b7e0f57eea7a37c8ad391c9d9fa4a40f0c
47,ae64__u6__q0.98__zstd3__ckptc6a2362c7c2d,ae64,per_channel_uint6,6,0.98,c6a2362c7c2d72ff31825508ae7532c0796ec063a8556317d47d8d30fad99480,9aa504d7780fdd6549288d8b8276d929ef38c91aff8448cd4b63cddd7873a984,PASS,PASS,PASS_MODEL_FEATURES,PASS,PASS,PASS,PASS_STRICT,PASS_STRICT,PASS_RANK_DROP_VERIFIED,PASS_INTEGRATED_AE,PASS_FINITE,PASS,TECHNICALLY_VALID,,220035,17356,1,580608,,7bbfa733e7be66a95bafd3534d17c1ac2680b22fa8b983fef6b663af054abce9
48,ae64__u4__q0__zstd3__ckptc6a2362c7c2d,ae64,per_channel_uint4,4,0,c6a2362c7c2d72ff31825508ae7532c0796ec063a8556317d47d8d30fad99480,8277f6d16e9ab382ead22fef91252dd00c6c04583492fc1d66d6b98d96e7592e,PASS,PASS,PASS_MODEL_FEATURES,PASS,PASS,PASS,PASS_STRICT,PASS_STRICT,PASS_NO_DROP_VERIFIED,PASS_INTEGRATED_AE,PASS_FINITE,PASS,TECHNICALLY_VALID,,147453,102130,2,580608,,84e445c41c1d1875f4c6a71ecc19ad93ad4097bcd8f7ec9753000781f7cb3ade
49,ae64__u4__q0.3__zstd3__ckptc6a2362c7c2d,ae64,per_channel_uint4,4,0.3,c6a2362c7c2d72ff31825508ae7532c0796ec063a8556317d47d8d30fad99480,696fa560d3caa8b0fb1339749d842de22e0b73717dbe35a4b0abb4169682f05a,PASS,PASS,PASS_MODEL_FEATURES,PASS,PASS,PASS,PASS_STRICT,PASS_STRICT,PASS_RANK_DROP_VERIFIED,PASS_INTEGRATED_AE,PASS_FINITE,PASS,TECHNICALLY_VALID,,147457,77713,2,580608,,de31c289739bfb98c70a38566dc7c4305ed9e973198c962bc153007bb65c07ba
50,ae64__u4__q0.5__zstd3__ckptc6a2362c7c2d,ae64,per_channel_uint4,4,0.5,c6a2362c7c2d72ff31825508ae7532c0796ec063a8556317d47d8d30fad99480,d224b5f6a54391b1ad1c0845a46b99248cac99323da5ae684c7545d50dfb8ca5,PASS,PASS,PASS_MODEL_FEATURES,PASS,PASS,PASS,PASS_STRICT,PASS_STRICT,PASS_RANK_DROP_VERIFIED,PASS_INTEGRATED_AE,PASS_FINITE,PASS,TECHNICALLY_VALID,,147457,65922,2,580608,,7659cec0f7e2d3f2ae6cdf220162eee9d92ad87ed0143c9b2e8f6fe3706204ff
51,ae64__u4__q0.7__zstd3__ckptc6a2362c7c2d,ae64,per_channel_uint4,4,0.7,c6a2362c7c2d72ff31825508ae7532c0796ec063a8556317d47d8d30fad99480,f09704fa7da99e23f3c9b490ba692cfb78ce18890872422ed7da641f9c17b0ec,PASS,PASS,PASS_MODEL_FEATURES,PASS,PASS,PASS,PASS_STRICT,PASS_STRICT,PASS_RANK_DROP_VERIFIED,PASS_INTEGRATED_AE,PASS_FINITE,PASS,TECHNICALLY_VALID,,147457,49720,1,580608,,44951201370b4207c81ac450025aa35d370a5bdc404bef6e4b0dc4b3bebeb204
52,ae64__u4__q0.9__zstd3__ckptc6a2362c7c2d,ae64,per_channel_uint4,4,0.9,c6a2362c7c2d72ff31825508ae7532c0796ec063a8556317d47d8d30fad99480,aa61115953198dd609e96151a4fa94bb700aafa0922a7259abf4661b2db5d5b7,PASS,PASS,PASS_MODEL_FEATURES,PASS,PASS,PASS,PASS_STRICT,PASS_STRICT,PASS_RANK_DROP_VERIFIED,PASS_INTEGRATED_AE,PASS_FINITE,PASS,TECHNICALLY_VALID,,147457,26327,1,580608,,5bcf1b152d7960845186892af309e64e67a319311710d9c52649ab2d885a4cf4
53,ae64__u4__q0.98__zstd3__ckptc6a2362c7c2d,ae64,per_channel_uint4,4,0.98,c6a2362c7c2d72ff31825508ae7532c0796ec063a8556317d47d8d30fad99480,24380145d8399cb6d718f7986e5361f0e2bb584d24af0ca1b72d688147804210,PASS,PASS,PASS_MODEL_FEATURES,PASS,PASS,PASS,PASS_STRICT,PASS_STRICT,PASS_RANK_DROP_VERIFIED,PASS_INTEGRATED_AE,PASS_FINITE,PASS,TECHNICALLY_VALID,,147459,12571,1,580608,,d32bd98745665aadd7114a427b3657a77d7527f2ec34aa4c774a4fef6c203ce6
54,ae128__u8__q0__zstd3__ckpt601984b96d85,ae128,per_channel_uint8,8,0,601984b96d85e1d72e9521f8a796103ab630834991d0957b62990116524cd62c,8e0c2b217c92b8cf2579ec59d5f05edb22f59444f024e940a89c344b0e95598c,PASS,PASS,PASS_MODEL_FEATURES,PASS,PASS,PASS,PASS_STRICT,PASS_STRICT,PASS_NO_DROP_VERIFIED,PASS_INTEGRATED_AE,PASS_FINITE,PASS,TECHNICALLY_VALID,,376071,350151,6,746496,,aef632a1684b5a57518f2bc4c8f86d8efc6bdf1397276685360efbac4c96c127
55,ae128__u8__q0.3__zstd3__ckpt601984b96d85,ae128,per_channel_uint8,8,0.3,601984b96d85e1d72e9521f8a796103ab630834991d0957b62990116524cd62c,c0aaddd43bf7e7404e93b3abcbcdc529f9d3bdcdf0eaed1cff49e97a4f683f62,PASS,PASS,PASS_MODEL_FEATURES,PASS,PASS,PASS,PASS_STRICT,PASS_STRICT,PASS_RANK_DROP_VERIFIED,PASS_INTEGRATED_AE,PASS_FINITE,PASS,TECHNICALLY_VALID,,376075,258140,5,746496,,2e93978dc579a12fae648e3aab450471faa6ab8affd70012bc94324d6386be2c
56,ae128__u8__q0.5__zstd3__ckpt601984b96d85,ae128,per_channel_uint8,8,0.5,601984b96d85e1d72e9521f8a796103ab630834991d0957b62990116524cd62c,35134ebb042f6785f81c944909cd9b18dab278376ac10de26a68122d31114496,PASS,PASS,PASS_MODEL_FEATURES,PASS,PASS,PASS,PASS_STRICT,PASS_STRICT,PASS_RANK_DROP_VERIFIED,PASS_INTEGRATED_AE,PASS_FINITE,PASS,TECHNICALLY_VALID,,376075,207063,4,746496,,3db432a1460b22cfe33d090e115f604c567cacc14754baf706ebc354893b5514
57,ae128__u8__q0.7__zstd3__ckpt601984b96d85,ae128,per_channel_uint8,8,0.7,601984b96d85e1d72e9521f8a796103ab630834991d0957b62990116524cd62c,0f137ac3ca8cf846012a4190d5d2d6ec7e6060019f36f85e91b1721a0a4a4d13,PASS,PASS,PASS_MODEL_FEATURES,PASS,PASS,PASS,PASS_STRICT,PASS_STRICT,PASS_RANK_DROP_VERIFIED,PASS_INTEGRATED_AE,PASS_FINITE,PASS,TECHNICALLY_VALID,,376075,155154,3,746496,,215ce31db7356f511e7927c2703f5f5e9a5b5cf515f3889cc07c6e89cd276406
58,ae128__u8__q0.9__zstd3__ckpt601984b96d85,ae128,per_channel_uint8,8,0.9,601984b96d85e1d72e9521f8a796103ab630834991d0957b62990116524cd62c,b4ea97cc48174e6592232d43657fafbccb02554a99c35ef23655027a6d10720f,PASS,PASS,PASS_MODEL_FEATURES,PASS,PASS,PASS,PASS_STRICT,PASS_STRICT,PASS_RANK_DROP_VERIFIED,PASS_INTEGRATED_AE,PASS_FINITE,PASS,TECHNICALLY_VALID,,376075,80077,2,746496,,83feefa6c5560966937f95e180711d7c5b766c0b5d223d02f0790357db7c920e
59,ae128__u8__q0.98__zstd3__ckpt601984b96d85,ae128,per_channel_uint8,8,0.98,601984b96d85e1d72e9521f8a796103ab630834991d0957b62990116524cd62c,300aa80b376beb56ed5d0503608050ccb2b8d0ebd6cb60e65b063d6c74740383,PASS,PASS,PASS_MODEL_FEATURES,PASS,PASS,PASS,PASS_STRICT,PASS_STRICT,PASS_RANK_DROP_VERIFIED,PASS_INTEGRATED_AE,PASS_FINITE,PASS,TECHNICALLY_VALID,,376077,32068,1,746496,,9e16fe80de141cb44ab4ca2d3ae81d6ba45a7e34c1eb9961971bfe31e778e40e
60,ae128__u6__q0__zstd3__ckpt601984b96d85,ae128,per_channel_uint6,6,0,601984b96d85e1d72e9521f8a796103ab630834991d0957b62990116524cd62c,c7538a2bd56572b2efa8f3267f119716663cc711ee10a4188e6b5e30f826ee8d,PASS,PASS,PASS_MODEL_FEATURES,PASS,PASS,PASS,PASS_STRICT,PASS_STRICT,PASS_NO_DROP_VERIFIED,PASS_INTEGRATED_AE,PASS_FINITE,PASS,TECHNICALLY_VALID,,282759,268623,5,746496,,0db2f371df54e716fd7284b3b6d430051fe1370e84143447a7c5a58f5fffa5de
61,ae128__u6__q0.3__zstd3__ckpt601984b96d85,ae128,per_channel_uint6,6,0.3,601984b96d85e1d72e9521f8a796103ab630834991d0957b62990116524cd62c,85ea54f470ff885cda5e15e5e8cbbf155475b02b38ff9019565c0a7049bd2b05,PASS,PASS,PASS_MODEL_FEATURES,PASS,PASS,PASS,PASS_STRICT,PASS_STRICT,PASS_RANK_DROP_VERIFIED,PASS_INTEGRATED_AE,PASS_FINITE,PASS,TECHNICALLY_VALID,,282763,198679,4,746496,,7a482d8bfc679bee83c721443db26dafa216363d377811e47c49e4615fc01467
62,ae128__u6__q0.5__zstd3__ckpt601984b96d85,ae128,per_channel_uint6,6,0.5,601984b96d85e1d72e9521f8a796103ab630834991d0957b62990116524cd62c,6bf6abc97a21cab4bfaa1637521a19b1e6177668de7c8409b4837143c30da16d,PASS,PASS,PASS_MODEL_FEATURES,PASS,PASS,PASS,PASS_STRICT,PASS_STRICT,PASS_RANK_DROP_VERIFIED,PASS_INTEGRATED_AE,PASS_FINITE,PASS,TECHNICALLY_VALID,,282763,160796,3,746496,,551a5453eb4263ad53b27859fde221aaf4b73578b38295e90fead01bd271085e
63,ae128__u6__q0.7__zstd3__ckpt601984b96d85,ae128,per_channel_uint6,6,0.7,601984b96d85e1d72e9521f8a796103ab630834991d0957b62990116524cd62c,8168c5ea79420e6d1df21953b10c9abc2e97a6123f10408e20865cfc7efc23fd,PASS,PASS,PASS_MODEL_FEATURES,PASS,PASS,PASS,PASS_STRICT,PASS_STRICT,PASS_RANK_DROP_VERIFIED,PASS_INTEGRATED_AE,PASS_FINITE,PASS,TECHNICALLY_VALID,,282763,123061,3,746496,,b134855423d5a96797e7582b3287a6f83a931283ebb15fe4f161c19a14b2a628
64,ae128__u6__q0.9__zstd3__ckpt601984b96d85,ae128,per_channel_uint6,6,0.9,601984b96d85e1d72e9521f8a796103ab630834991d0957b62990116524cd62c,92819c7dd27afa4d51c293985d77fb33e7429fe19acbac84a0409cd972649093,PASS,PASS,PASS_MODEL_FEATURES,PASS,PASS,PASS,PASS_STRICT,PASS_STRICT,PASS_RANK_DROP_VERIFIED,PASS_INTEGRATED_AE,PASS_FINITE,PASS,TECHNICALLY_VALID,,282763,65707,2,746496,,9219c85287ff2764a4bc4f505a6db7247aab2d6bd3bda3f1154ff7586fa5ecb2
65,ae128__u6__q0.98__zstd3__ckpt601984b96d85,ae128,per_channel_uint6,6,0.98,601984b96d85e1d72e9521f8a796103ab630834991d0957b62990116524cd62c,3540d85b0b796ce56e6b768b0c6f24ece6318a4ed3899150e2c2be06367b1456,PASS,PASS,PASS_MODEL_FEATURES,PASS,PASS,PASS,PASS_STRICT,PASS_STRICT,PASS_RANK_DROP_VERIFIED,PASS_INTEGRATED_AE,PASS_FINITE,PASS,TECHNICALLY_VALID,,282765,28707,1,746496,,4237d31cb1608ec2a714ff762bce4f345ce7b8edfacf401e1321b4fc6eb4af9d
66,ae128__u4__q0__zstd3__ckpt601984b96d85,ae128,per_channel_uint4,4,0,601984b96d85e1d72e9521f8a796103ab630834991d0957b62990116524cd62c,f7d78b95164a05110312a63386595a2a507e5a6f9f01a8dc2d230e70f2cd3250,PASS,PASS,PASS_MODEL_FEATURES,PASS,PASS,PASS,PASS_STRICT,PASS_STRICT,PASS_NO_DROP_VERIFIED,PASS_INTEGRATED_AE,PASS_FINITE,PASS,TECHNICALLY_VALID,,189447,132556,3,746496,,c05c6db6a4e26eeec642fd90e540b1324d3fd229f5755aee87ff6342aff51e2e
67,ae128__u4__q0.3__zstd3__ckpt601984b96d85,ae128,per_channel_uint4,4,0.3,601984b96d85e1d72e9521f8a796103ab630834991d0957b62990116524cd62c,a19387b2104035b59258ff1fe18df5a7e6551c96e52c711aca661424c03f2321,PASS,PASS,PASS_MODEL_FEATURES,PASS,PASS,PASS,PASS_STRICT,PASS_STRICT,PASS_RANK_DROP_VERIFIED,PASS_INTEGRATED_AE,PASS_FINITE,PASS,TECHNICALLY_VALID,,189451,99723,2,746496,,38a03a8d4974e45ff65a3b5e28771b2e97784f8f6ca486c860eb5ac934551062
68,ae128__u4__q0.5__zstd3__ckpt601984b96d85,ae128,per_channel_uint4,4,0.5,601984b96d85e1d72e9521f8a796103ab630834991d0957b62990116524cd62c,d67fa6b2d91bfb6d425af5ccb3b8444366a7e43ccada27a6496c5949a90c2558,PASS,PASS,PASS_MODEL_FEATURES,PASS,PASS,PASS,PASS_STRICT,PASS_STRICT,PASS_RANK_DROP_VERIFIED,PASS_INTEGRATED_AE,PASS_FINITE,PASS,TECHNICALLY_VALID,,189451,83579,2,746496,,00a9c156e4cca78a4db2399430ced984095eb6134efd00bb2497c82d11f7167c
69,ae128__u4__q0.7__zstd3__ckpt601984b96d85,ae128,per_channel_uint4,4,0.7,601984b96d85e1d72e9521f8a796103ab630834991d0957b62990116524cd62c,c9bfeabdabe3e31fd150d6835b13076798f95938decebb3f8008a56d11c1c76a,PASS,PASS,PASS_MODEL_FEATURES,PASS,PASS,PASS,PASS_STRICT,PASS_STRICT,PASS_RANK_DROP_VERIFIED,PASS_INTEGRATED_AE,PASS_FINITE,PASS,TECHNICALLY_VALID,,189451,68416,2,746496,,0f791e3e55688e2a3f77f5e0fe25df876c88c153dd8fb27f5a42a336cab6c3be
70,ae128__u4__q0.9__zstd3__ckpt601984b96d85,ae128,per_channel_uint4,4,0.9,601984b96d85e1d72e9521f8a796103ab630834991d0957b62990116524cd62c,bb6c4bcd0719d86959f0fce285d007ed3d94d829b829c82524743da04953df78,PASS,PASS,PASS_MODEL_FEATURES,PASS,PASS,PASS,PASS_STRICT,PASS_STRICT,PASS_RANK_DROP_VERIFIED,PASS_INTEGRATED_AE,PASS_FINITE,PASS,TECHNICALLY_VALID,,189451,40295,1,746496,,97a469c2edaf15be9fbc23e61a10997eb14db1c53e551ae8d510c66397296398
71,ae128__u4__q0.98__zstd3__ckpt601984b96d85,ae128,per_channel_uint4,4,0.98,601984b96d85e1d72e9521f8a796103ab630834991d0957b62990116524cd62c,70dddc90fadaafab2fe4e82e9fab1d96b5390a65379b2fe6fd60f24e347bed08,PASS,PASS,PASS_MODEL_FEATURES,PASS,PASS,PASS,PASS_STRICT,PASS_STRICT,PASS_RANK_DROP_VERIFIED,PASS_INTEGRATED_AE,PASS_FINITE,PASS,TECHNICALLY_VALID,,189453,19588,1,746496,,89d0236d11e2773ace2d328a67b4dc13618b11296bb0c27b968b02a7472b276f
