trace_index,plateau_index,value_transition_index,repeat_index,is_value_transition,commanded_noise_power_db,scheduled_monotonic_ns,scheduled_wall_time_ns,send_monotonic_ns,send_wall_time_ns,response_received_monotonic_ns,response_received_wall_time_ns,handler_bracket_ms,response_before_next_boundary,response_sha256,status,control_session_id,ran_epoch_id
78,2,2,18,False,-5,1551363954222930,1787336718890678232,1551363954286313,1787336718890741524,1551363954422789,1787336718890878003,0.136476,True,92e992dbeaeaffb345debe550fd336b3de98865767c393d66183660c6b6ebd05,ACK_VALIDATED,ed8a6b3c-c54d-4025-80e9-84fa25cdfa43,b6bb50e5-232d-4439-ab18-b40a573b0957
79,2,2,19,False,-5,1551364054222930,1787336718990678232,1551364054293412,1787336718990748692,1551364054412407,1787336718990867609,0.118995,True,92e992dbeaeaffb345debe550fd336b3de98865767c393d66183660c6b6ebd05,ACK_VALIDATED,ed8a6b3c-c54d-4025-80e9-84fa25cdfa43,b6bb50e5-232d-4439-ab18-b40a573b0957
80,2,2,20,False,-5,1551364154222930,1787336719090678232,1551364154294999,1787336719090750225,1551364154390104,1787336719090845319,0.095105,True,92e992dbeaeaffb345debe550fd336b3de98865767c393d66183660c6b6ebd05,ACK_VALIDATED,ed8a6b3c-c54d-4025-80e9-84fa25cdfa43,b6bb50e5-232d-4439-ab18-b40a573b0957
81,2,2,21,False,-5,1551364254222930,1787336719190678232,1551364254295474,1787336719190750901,1551364254619768,1787336719191075006,0.324294,True,92e992dbeaeaffb345debe550fd336b3de98865767c393d66183660c6b6ebd05,ACK_VALIDATED,ed8a6b3c-c54d-4025-80e9-84fa25cdfa43,b6bb50e5-232d-4439-ab18-b40a573b0957
82,2,2,22,False,-5,1551364354222930,1787336719290678232,1551364354354411,1787336719290809704,1551364354518994,1787336719290974215,0.164583,True,92e992dbeaeaffb345debe550fd336b3de98865767c393d66183660c6b6ebd05,ACK_VALIDATED,ed8a6b3c-c54d-4025-80e9-84fa25cdfa43,b6bb50e5-232d-4439-ab18-b40a573b0957
83,2,2,23,False,-5,1551364454222930,1787336719390678232,1551364454297050,1787336719390752464,1551364454389472,1787336719390844679,0.092422,True,92e992dbeaeaffb345debe550fd336b3de98865767c393d66183660c6b6ebd05,ACK_VALIDATED,ed8a6b3c-c54d-4025-80e9-84fa25cdfa43,b6bb50e5-232d-4439-ab18-b40a573b0957
84,2,2,24,False,-5,1551364554222930,1787336719490678232,1551364554293850,1787336719490749251,1551364554386067,1787336719490841269,0.092217,True,92e992dbeaeaffb345debe550fd336b3de98865767c393d66183660c6b6ebd05,ACK_VALIDATED,ed8a6b3c-c54d-4025-80e9-84fa25cdfa43,b6bb50e5-232d-4439-ab18-b40a573b0957
85,2,2,25,False,-5,1551364654222930,1787336719590678232,1551364654721432,1787336719591177547,1551364654869625,1787336719591324834,0.148193,True,92e992dbeaeaffb345debe550fd336b3de98865767c393d66183660c6b6ebd05,ACK_VALIDATED,ed8a6b3c-c54d-4025-80e9-84fa25cdfa43,b6bb50e5-232d-4439-ab18-b40a573b0957
86,2,2,26,False,-5,1551364754222930,1787336719690678232,1551364754296384,1787336719690751758,1551364754416780,1787336719690872005,0.120396,True,92e992dbeaeaffb345debe550fd336b3de98865767c393d66183660c6b6ebd05,ACK_VALIDATED,ed8a6b3c-c54d-4025-80e9-84fa25cdfa43,b6bb50e5-232d-4439-ab18-b40a573b0957
87,2,2,27,False,-5,1551364854222930,1787336719790678232,1551364854296666,1787336719790752517,1551364854490045,1787336719790945336,0.193379,True,92e992dbeaeaffb345debe550fd336b3de98865767c393d66183660c6b6ebd05,ACK_VALIDATED,ed8a6b3c-c54d-4025-80e9-84fa25cdfa43,b6bb50e5-232d-4439-ab18-b40a573b0957
88,2,2,28,False,-5,1551364954222930,1787336719890678232,1551364954320354,1787336719890776023,1551364954418176,1787336719890873471,0.097822,True,92e992dbeaeaffb345debe550fd336b3de98865767c393d66183660c6b6ebd05,ACK_VALIDATED,ed8a6b3c-c54d-4025-80e9-84fa25cdfa43,b6bb50e5-232d-4439-ab18-b40a573b0957
89,2,2,29,False,-5,1551365054222930,1787336719990678232,1551365054297769,1787336719990753436,1551365054415154,1787336719990870454,0.117385,True,92e992dbeaeaffb345debe550fd336b3de98865767c393d66183660c6b6ebd05,ACK_VALIDATED,ed8a6b3c-c54d-4025-80e9-84fa25cdfa43,b6bb50e5-232d-4439-ab18-b40a573b0957
90,3,3,0,True,-4,1551365154222930,1787336720090678232,1551365154300823,1787336720090756397,1551365154641022,1787336720091096357,0.340199,True,7a1439215e6812230327b0f388dd34d0c7c78e4258277d68aa9d20310a38b048,ACK_VALIDATED,ed8a6b3c-c54d-4025-80e9-84fa25cdfa43,b6bb50e5-232d-4439-ab18-b40a573b0957
91,3,3,1,False,-4,1551365254222930,1787336720190678232,1551365254299159,1787336720190754715,1551365254408162,1787336720190863406,0.109003,True,7a1439215e6812230327b0f388dd34d0c7c78e4258277d68aa9d20310a38b048,ACK_VALIDATED,ed8a6b3c-c54d-4025-80e9-84fa25cdfa43,b6bb50e5-232d-4439-ab18-b40a573b0957
92,3,3,2,False,-4,1551365354222930,1787336720290678232,1551365354291711,1787336720290747148,1551365354412784,1787336720290868085,0.121073,True,7a1439215e6812230327b0f388dd34d0c7c78e4258277d68aa9d20310a38b048,ACK_VALIDATED,ed8a6b3c-c54d-4025-80e9-84fa25cdfa43,b6bb50e5-232d-4439-ab18-b40a573b0957
93,3,3,3,False,-4,1551365454222930,1787336720390678232,1551365454314175,1787336720390770116,1551365454395092,1787336720390850297,0.080917,True,7a1439215e6812230327b0f388dd34d0c7c78e4258277d68aa9d20310a38b048,ACK_VALIDATED,ed8a6b3c-c54d-4025-80e9-84fa25cdfa43,b6bb50e5-232d-4439-ab18-b40a573b0957
94,3,3,4,False,-4,1551365554222930,1787336720490678232,1551365554317201,1787336720490773343,1551365554412178,1787336720490867401,0.094977,True,7a1439215e6812230327b0f388dd34d0c7c78e4258277d68aa9d20310a38b048,ACK_VALIDATED,ed8a6b3c-c54d-4025-80e9-84fa25cdfa43,b6bb50e5-232d-4439-ab18-b40a573b0957
95,3,3,5,False,-4,1551365654222930,1787336720590678232,1551365654290534,1787336720590745870,1551365654447760,1787336720590903267,0.157226,True,7a1439215e6812230327b0f388dd34d0c7c78e4258277d68aa9d20310a38b048,ACK_VALIDATED,ed8a6b3c-c54d-4025-80e9-84fa25cdfa43,b6bb50e5-232d-4439-ab18-b40a573b0957
96,3,3,6,False,-4,1551365754222930,1787336720690678232,1551365754328645,1787336720690784078,1551365754415487,1787336720690870721,0.086842,True,7a1439215e6812230327b0f388dd34d0c7c78e4258277d68aa9d20310a38b048,ACK_VALIDATED,ed8a6b3c-c54d-4025-80e9-84fa25cdfa43,b6bb50e5-232d-4439-ab18-b40a573b0957
97,3,3,7,False,-4,1551365854222930,1787336720790678232,1551365854304317,1787336720790760323,1551365854401002,1787336720790856224,0.096685,True,7a1439215e6812230327b0f388dd34d0c7c78e4258277d68aa9d20310a38b048,ACK_VALIDATED,ed8a6b3c-c54d-4025-80e9-84fa25cdfa43,b6bb50e5-232d-4439-ab18-b40a573b0957
98,3,3,8,False,-4,1551365954222930,1787336720890678232,1551365954307147,1787336720890762522,1551365954757059,1787336720891212291,0.449912,True,7a1439215e6812230327b0f388dd34d0c7c78e4258277d68aa9d20310a38b048,ACK_VALIDATED,ed8a6b3c-c54d-4025-80e9-84fa25cdfa43,b6bb50e5-232d-4439-ab18-b40a573b0957
99,3,3,9,False,-4,1551366054222930,1787336720990678232,1551366054516916,1787336720990972436,1551366054626433,1787336720991081681,0.109517,True,7a1439215e6812230327b0f388dd34d0c7c78e4258277d68aa9d20310a38b048,ACK_VALIDATED,ed8a6b3c-c54d-4025-80e9-84fa25cdfa43,b6bb50e5-232d-4439-ab18-b40a573b0957
100,3,3,10,False,-4,1551366154222930,1787336721090678232,1551366154295585,1787336721090751079,1551366154402170,1787336721090857400,0.106585,True,7a1439215e6812230327b0f388dd34d0c7c78e4258277d68aa9d20310a38b048,ACK_VALIDATED,ed8a6b3c-c54d-4025-80e9-84fa25cdfa43,b6bb50e5-232d-4439-ab18-b40a573b0957
101,3,3,11,False,-4,1551366254222930,1787336721190678232,1551366254364288,1787336721190819693,1551366254633326,1787336721191088604,0.269038,True,7a1439215e6812230327b0f388dd34d0c7c78e4258277d68aa9d20310a38b048,ACK_VALIDATED,ed8a6b3c-c54d-4025-80e9-84fa25cdfa43,b6bb50e5-232d-4439-ab18-b40a573b0957
102,3,3,12,False,-4,1551366354222930,1787336721290678232,1551366354291345,1787336721290746769,1551366354386799,1787336721290842055,0.095454,True,7a1439215e6812230327b0f388dd34d0c7c78e4258277d68aa9d20310a38b048,ACK_VALIDATED,ed8a6b3c-c54d-4025-80e9-84fa25cdfa43,b6bb50e5-232d-4439-ab18-b40a573b0957
103,3,3,13,False,-4,1551366454222930,1787336721390678232,1551366454293577,1787336721390748994,1551366454419025,1787336721390874270,0.125448,True,7a1439215e6812230327b0f388dd34d0c7c78e4258277d68aa9d20310a38b048,ACK_VALIDATED,ed8a6b3c-c54d-4025-80e9-84fa25cdfa43,b6bb50e5-232d-4439-ab18-b40a573b0957
104,3,3,14,False,-4,1551366554222930,1787336721490678232,1551366554273795,1787336721490729336,1551366554389733,1787336721490845115,0.115938,True,7a1439215e6812230327b0f388dd34d0c7c78e4258277d68aa9d20310a38b048,ACK_VALIDATED,ed8a6b3c-c54d-4025-80e9-84fa25cdfa43,b6bb50e5-232d-4439-ab18-b40a573b0957
105,3,3,15,False,-4,1551366654222930,1787336721590678232,1551366654291519,1787336721590746856,1551366654485670,1787336721590940983,0.194151,True,7a1439215e6812230327b0f388dd34d0c7c78e4258277d68aa9d20310a38b048,ACK_VALIDATED,ed8a6b3c-c54d-4025-80e9-84fa25cdfa43,b6bb50e5-232d-4439-ab18-b40a573b0957
106,3,3,16,False,-4,1551366754222930,1787336721690678232,1551366754304669,1787336721690760124,1551366754423133,1787336721690878357,0.118464,True,7a1439215e6812230327b0f388dd34d0c7c78e4258277d68aa9d20310a38b048,ACK_VALIDATED,ed8a6b3c-c54d-4025-80e9-84fa25cdfa43,b6bb50e5-232d-4439-ab18-b40a573b0957
107,3,3,17,False,-4,1551366854222930,1787336721790678232,1551366854292764,1787336721790748260,1551366854404316,1787336721790859535,0.111552,True,7a1439215e6812230327b0f388dd34d0c7c78e4258277d68aa9d20310a38b048,ACK_VALIDATED,ed8a6b3c-c54d-4025-80e9-84fa25cdfa43,b6bb50e5-232d-4439-ab18-b40a573b0957
108,3,3,18,False,-4,1551366954222930,1787336721890678232,1551366954317780,1787336721890773680,1551366954464127,1787336721890919369,0.146347,True,7a1439215e6812230327b0f388dd34d0c7c78e4258277d68aa9d20310a38b048,ACK_VALIDATED,ed8a6b3c-c54d-4025-80e9-84fa25cdfa43,b6bb50e5-232d-4439-ab18-b40a573b0957
109,3,3,19,False,-4,1551367054222930,1787336721990678232,1551367054283006,1787336721990738365,1551367054394917,1787336721990850162,0.111911,True,7a1439215e6812230327b0f388dd34d0c7c78e4258277d68aa9d20310a38b048,ACK_VALIDATED,ed8a6b3c-c54d-4025-80e9-84fa25cdfa43,b6bb50e5-232d-4439-ab18-b40a573b0957
110,3,3,20,False,-4,1551367154222930,1787336722090678232,1551367154297588,1787336722090753293,1551367154385389,1787336722090840639,0.087801,True,7a1439215e6812230327b0f388dd34d0c7c78e4258277d68aa9d20310a38b048,ACK_VALIDATED,ed8a6b3c-c54d-4025-80e9-84fa25cdfa43,b6bb50e5-232d-4439-ab18-b40a573b0957
111,3,3,21,False,-4,1551367254222930,1787336722190678232,1551367254287833,1787336722190743274,1551367254394081,1787336722190849321,0.106248,True,7a1439215e6812230327b0f388dd34d0c7c78e4258277d68aa9d20310a38b048,ACK_VALIDATED,ed8a6b3c-c54d-4025-80e9-84fa25cdfa43,b6bb50e5-232d-4439-ab18-b40a573b0957
112,3,3,22,False,-4,1551367354222930,1787336722290678232,1551367354300767,1787336722290756259,1551367354408857,1787336722290864103,0.10809,True,7a1439215e6812230327b0f388dd34d0c7c78e4258277d68aa9d20310a38b048,ACK_VALIDATED,ed8a6b3c-c54d-4025-80e9-84fa25cdfa43,b6bb50e5-232d-4439-ab18-b40a573b0957
113,3,3,23,False,-4,1551367454222930,1787336722390678232,1551367454299235,1787336722390754648,1551367454429526,1787336722390884779,0.130291,True,7a1439215e6812230327b0f388dd34d0c7c78e4258277d68aa9d20310a38b048,ACK_VALIDATED,ed8a6b3c-c54d-4025-80e9-84fa25cdfa43,b6bb50e5-232d-4439-ab18-b40a573b0957
114,3,3,24,False,-4,1551367554222930,1787336722490678232,1551367554299716,1787336722490755081,1551367554509439,1787336722490964676,0.209723,True,7a1439215e6812230327b0f388dd34d0c7c78e4258277d68aa9d20310a38b048,ACK_VALIDATED,ed8a6b3c-c54d-4025-80e9-84fa25cdfa43,b6bb50e5-232d-4439-ab18-b40a573b0957
115,3,3,25,False,-4,1551367654222930,1787336722590678232,1551367654300687,1787336722590756048,1551367654392272,1787336722590847500,0.091585,True,7a1439215e6812230327b0f388dd34d0c7c78e4258277d68aa9d20310a38b048,ACK_VALIDATED,ed8a6b3c-c54d-4025-80e9-84fa25cdfa43,b6bb50e5-232d-4439-ab18-b40a573b0957
116,3,3,26,False,-4,1551367754222930,1787336722690678232,1551367754305519,1787336722690761258,1551367754494158,1787336722690949462,0.188639,True,7a1439215e6812230327b0f388dd34d0c7c78e4258277d68aa9d20310a38b048,ACK_VALIDATED,ed8a6b3c-c54d-4025-80e9-84fa25cdfa43,b6bb50e5-232d-4439-ab18-b40a573b0957
117,3,3,27,False,-4,1551367854222930,1787336722790678232,1551367854309714,1787336722790765624,1551367854459491,1787336722790914721,0.149777,True,7a1439215e6812230327b0f388dd34d0c7c78e4258277d68aa9d20310a38b048,ACK_VALIDATED,ed8a6b3c-c54d-4025-80e9-84fa25cdfa43,b6bb50e5-232d-4439-ab18-b40a573b0957
118,3,3,28,False,-4,1551367954222930,1787336722890678232,1551367954331102,1787336722890786772,1551367954443094,1787336722890898305,0.111992,True,7a1439215e6812230327b0f388dd34d0c7c78e4258277d68aa9d20310a38b048,ACK_VALIDATED,ed8a6b3c-c54d-4025-80e9-84fa25cdfa43,b6bb50e5-232d-4439-ab18-b40a573b0957
119,3,3,29,False,-4,1551368054222930,1787336722990678232,1551368054300794,1787336722990756355,1551368054403951,1787336722990859225,0.103157,True,7a1439215e6812230327b0f388dd34d0c7c78e4258277d68aa9d20310a38b048,ACK_VALIDATED,ed8a6b3c-c54d-4025-80e9-84fa25cdfa43,b6bb50e5-232d-4439-ab18-b40a573b0957
