profile_id,display_profile_id,stratum_axis,stratum_value,evidence_level,n_frames,n_gt,n_gt_vehicle,n_gt_pedestrian,tp,fp,fn,tp_vehicle,fp_vehicle,fn_vehicle,tp_pedestrian,fp_pedestrian,fn_pedestrian,recall,precision,f1,recall_vehicle,precision_vehicle,f1_vehicle,recall_pedestrian,precision_pedestrian,f1_pedestrian,fp_per_frame,fp_vehicle_per_frame,fp_pedestrian_per_frame,xy_mae_m,xy_rmse_m,xy_mae_vehicle_m,xy_mae_pedestrian_m,payload_bytes_mean,payload_bytes_p50,payload_bytes_p95,payload_bytes_min,payload_bytes_max,miou,iou_background,iou_vehicle,iou_person
ae64__u4__q0.5__zstd3__ckptc6a2362c7c2d,ae64/u4/q0.5,all,ALL,frame_aggregate,2162,3899,2468,1431,3512,2974,387,2266,2259,202,1246,715,185,0.90074378,0.54147394,0.67636013,0.91815235,0.50077348,0.64807665,0.87071978,0.63539011,0.73466981,1.37557817,1.04486586,0.3307123,0.9341975,1.25118345,0.82256806,1.13720897,62805.28445883,62373.0,68073.1,55933,74406,0.70245846,0.97644785,0.57352644,0.55740109
ae64__u4__q0.5__zstd3__ckptc6a2362c7c2d,ae64/u4/q0.5,class_presence,both_classes,frame_aggregate,679,2376,1279,1097,2111,1604,265,1163,1077,116,948,527,149,0.88846801,0.56823688,0.69315383,0.90930414,0.51919643,0.66098323,0.86417502,0.64271186,0.73716952,2.3622975,1.58615611,0.77614138,0.99880745,1.33020819,0.86506122,1.16288642,62124.32989691,61337.0,67786.6,55933,73244,0.71931041,0.96678668,0.60126106,0.58988348
ae64__u4__q0.5__zstd3__ckptc6a2362c7c2d,ae64/u4/q0.5,class_presence,pedestrian_positive,frame_aggregate,926,2710,1279,1431,2409,1778,301,1163,1084,116,1246,694,185,0.88892989,0.57535228,0.69856459,0.90930414,0.51757899,0.65967102,0.87071978,0.64226804,0.73924651,1.92008639,1.17062635,0.74946004,1.0058234,1.33492211,0.86506122,1.13720897,62223.94168467,61603.0,67591.0,55933,73244,0.72388785,0.97366732,0.58445651,0.61353971
ae64__u4__q0.5__zstd3__ckptc6a2362c7c2d,ae64/u4/q0.5,class_presence,vehicle_positive,frame_aggregate,1432,3565,2468,1097,3214,2787,351,2266,2247,202,948,540,149,0.90154278,0.5355774,0.6719632,0.91815235,0.50210503,0.64919066,0.86417502,0.63709677,0.73346228,1.94622905,1.56913408,0.37709497,0.92294821,1.2398102,0.82256806,1.16288642,62683.48393855,62181.5,68142.2,55933,74406,0.70200824,0.96815897,0.59824092,0.53962483
ae64__u4__q0.5__zstd3__ckptc6a2362c7c2d,ae64/u4/q0.5,density_bin,0,frame_aggregate,483,0,0,0,0,13,0,0,5,0,0,8,0,,0.0,,,0.0,,,0.0,,0.02691511,0.01035197,0.01656315,,,,,63323.6563147,62966.0,68186.9,57196,72061,0.41875504,0.99214257,0.18183674,0.0822858
ae64__u4__q0.5__zstd3__ckptc6a2362c7c2d,ae64/u4/q0.5,density_bin,1-2,frame_aggregate,1091,1579,1134,445,1461,1397,118,1064,1150,70,397,247,48,0.92526916,0.51119664,0.65855308,0.9382716,0.48057814,0.63560335,0.89213483,0.61645963,0.72910927,1.28047663,1.05407883,0.2263978,0.81114529,1.07991635,0.72449459,1.04337791,62828.38771769,62472.0,67704.5,55948,72465,0.68829439,0.97570547,0.56420856,0.52496915
ae64__u4__q0.5__zstd3__ckptc6a2362c7c2d,ae64/u4/q0.5,density_bin,3-4,frame_aggregate,453,1528,940,588,1370,1120,158,854,822,86,516,298,72,0.89659686,0.5502008,0.68193131,0.90851064,0.50954654,0.6529052,0.87755102,0.63390663,0.7360913,2.47240618,1.81456954,0.65783664,0.97462753,1.29034176,0.86999879,1.14779214,62567.59161148,61723.0,69089.8,55933,74406,0.72266455,0.96769518,0.65335131,0.54694717
ae64__u4__q0.5__zstd3__ckptc6a2362c7c2d,ae64/u4/q0.5,density_bin,5+,frame_aggregate,135,792,394,398,681,444,111,348,282,46,333,162,65,0.85984848,0.60533333,0.71048513,0.88324873,0.55238095,0.6796875,0.83668342,0.67272727,0.74580067,3.28888889,2.08888889,1.2,1.11685554,1.49055965,1.0060288,1.23267447,61561.54814815,61244.0,66681.7,57636,68750,0.70596102,0.95270438,0.50723454,0.65794415
ae64__u4__q0.5__zstd3__ckptc6a2362c7c2d,ae64/u4/q0.5,object_presence,nonempty,frame_aggregate,1679,3899,2468,1431,3512,2961,387,2266,2254,202,1246,707,185,0.90074378,0.54256141,0.67720787,0.91815235,0.50132743,0.64854035,0.87071978,0.63799283,0.73640662,1.76354973,1.34246575,0.42108398,0.9341975,1.25118345,0.82256806,1.13720897,62656.16378797,62207.0,67989.1,55933,74406,0.71149153,0.97175564,0.58983275,0.57288621
ae64__u4__q0.7__zstd3__ckptc6a2362c7c2d,ae64/u4/q0.7,all,ALL,frame_aggregate,2162,3899,2468,1431,3504,3000,395,2261,2286,207,1243,714,188,0.89869197,0.53874539,0.67365183,0.91612642,0.49725093,0.64461867,0.86862334,0.63515585,0.73376623,1.38760407,1.0573543,0.33024977,0.92556385,1.23969694,0.81378111,1.12889513,45660.84690102,45200.0,50707.5,39110,57019,0.65122737,0.96238485,0.44339593,0.54790134
ae64__u4__q0.7__zstd3__ckptc6a2362c7c2d,ae64/u4/q0.7,class_presence,both_classes,frame_aggregate,679,2376,1279,1097,2103,1618,273,1157,1092,122,946,526,151,0.88510101,0.56517065,0.68984747,0.90461298,0.51445087,0.65589569,0.86235187,0.64266304,0.73647334,2.38291605,1.60824742,0.77466863,0.98911228,1.31635004,0.85360541,1.1548432,45455.36818851,44823.0,51107.1,39110,54725,0.67062666,0.95030078,0.48350574,0.57807347
ae64__u4__q0.7__zstd3__ckptc6a2362c7c2d,ae64/u4/q0.7,class_presence,pedestrian_positive,frame_aggregate,926,2710,1279,1431,2400,1795,310,1157,1100,122,1243,695,188,0.88560886,0.57210965,0.69514844,0.90461298,0.51262738,0.65441176,0.86862334,0.64138287,0.73790442,1.93844492,1.18790497,0.75053996,0.99618254,1.32214587,0.85360541,1.12889513,45317.47300216,44776.0,50530.25,39110,54725,0.67620055,0.96051839,0.46576014,0.60232313
ae64__u4__q0.7__zstd3__ckptc6a2362c7c2d,ae64/u4/q0.7,class_presence,vehicle_positive,frame_aggregate,1432,3565,2468,1097,3207,2808,358,2261,2272,207,946,536,151,0.89957924,0.53316708,0.66951983,0.91612642,0.49878668,0.64590773,0.86235187,0.63832659,0.73361768,1.96089385,1.58659218,0.37430168,0.91438751,1.22770493,0.81378111,1.1548432,45828.2353352,45271.0,51328.9,39110,57019,0.64955519,0.9494365,0.46985685,0.52937222
ae64__u4__q0.7__zstd3__ckptc6a2362c7c2d,ae64/u4/q0.7,density_bin,0,frame_aggregate,483,0,0,0,0,15,0,0,6,0,0,9,0,,0.0,,,0.0,,,0.0,,0.0310559,0.01242236,0.01863354,,,,,45534.02277433,45302.0,49375.1,40061,53274,0.39621833,0.98639128,0.11420543,0.08805828
ae64__u4__q0.7__zstd3__ckptc6a2362c7c2d,ae64/u4/q0.7,density_bin,1-2,frame_aggregate,1091,1579,1134,445,1456,1404,123,1061,1165,73,395,239,50,0.9221026,0.50909091,0.6560036,0.9356261,0.47663971,0.63154762,0.88764045,0.62302839,0.73215941,1.28689276,1.06782768,0.21906508,0.80763431,1.07679577,0.71741246,1.04997703,45695.56828598,45276.0,50903.5,39110,55691,0.63561347,0.95907052,0.42650645,0.52126344
ae64__u4__q0.7__zstd3__ckptc6a2362c7c2d,ae64/u4/q0.7,density_bin,3-4,frame_aggregate,453,1528,940,588,1372,1138,156,854,838,86,518,300,70,0.89790576,0.54661355,0.67954433,0.90851064,0.50472813,0.64893617,0.88095238,0.63325183,0.73684211,2.51214128,1.84988962,0.66225166,0.96446299,1.28010818,0.86608217,1.12665839,45972.69536424,45089.0,52648.2,39705,57019,0.68060446,0.95368813,0.54527352,0.54285171
ae64__u4__q0.7__zstd3__ckptc6a2362c7c2d,ae64/u4/q0.7,density_bin,5+,frame_aggregate,135,792,394,398,676,443,116,346,277,48,330,166,68,0.85353535,0.60411081,0.70748299,0.87817259,0.55537721,0.68043265,0.82914573,0.66532258,0.73825503,3.28148148,2.05185185,1.22962963,1.1006168,1.46388286,0.98020314,1.2268687,44787.57037037,43958.0,50112.0,40940,51645,0.65268404,0.92864093,0.39520899,0.6342022
ae64__u4__q0.7__zstd3__ckptc6a2362c7c2d,ae64/u4/q0.7,object_presence,nonempty,frame_aggregate,1679,3899,2468,1431,3504,2985,395,2261,2280,207,1243,705,188,0.89869197,0.53999075,0.67462457,0.91612642,0.49790795,0.6451705,0.86862334,0.63809035,0.73572063,1.77784395,1.35795116,0.41989279,0.92556385,1.23969694,0.81378111,1.12889513,45697.3305539,45158.0,51172.9,39110,57019,0.65986439,0.95522165,0.46154459,0.56282695
ae64__u4__q0.98__zstd3__ckptc6a2362c7c2d,ae64/u4/q0.98,all,ALL,frame_aggregate,2162,3899,2468,1431,3447,3132,452,2232,2369,236,1215,763,216,0.88407284,0.52393981,0.65794999,0.90437601,0.48511193,0.6314896,0.8490566,0.61425683,0.71281901,1.44865865,1.09574468,0.35291397,1.04845664,1.36347775,0.96191763,1.20743199,9956.34875116,9887.0,11808.8,7038,13478,0.47608957,0.86703673,0.10485581,0.45637617
ae64__u4__q0.98__zstd3__ckptc6a2362c7c2d,ae64/u4/q0.98,class_presence,both_classes,frame_aggregate,679,2376,1279,1097,2048,1647,328,1131,1118,148,917,529,180,0.86195286,0.55426252,0.67468292,0.8842846,0.50289017,0.64115646,0.83591613,0.63416321,0.72119544,2.42562592,1.64653903,0.77908689,1.13611944,1.45649307,1.05858582,1.23174705,10024.88512518,9953.0,11855.2,7349,13478,0.48563035,0.83883509,0.13263161,0.48542436
ae64__u4__q0.98__zstd3__ckptc6a2362c7c2d,ae64/u4/q0.98,class_presence,pedestrian_positive,frame_aggregate,926,2710,1279,1431,2346,1848,364,1131,1124,148,1215,724,216,0.86568266,0.55937053,0.67960603,0.8842846,0.50155211,0.64006791,0.8490566,0.62661166,0.72106825,1.99568035,1.21382289,0.78185745,1.13567367,1.45483823,1.05858582,1.20743199,9889.77321814,9795.5,11743.5,7349,13478,0.49120471,0.85262638,0.11041233,0.51057541
ae64__u4__q0.98__zstd3__ckptc6a2362c7c2d,ae64/u4/q0.98,class_presence,vehicle_positive,frame_aggregate,1432,3565,2468,1097,3149,2909,416,2232,2355,236,917,554,180,0.88330996,0.51980852,0.65447366,0.90437601,0.48659254,0.63274274,0.83591613,0.62338545,0.71417445,2.03142458,1.64455307,0.38687151,1.04049292,1.35566902,0.96191763,1.23174705,10095.41340782,10056.5,11938.25,7167,13478,0.46924579,0.8439463,0.12874525,0.43504583
ae64__u4__q0.98__zstd3__ckptc6a2362c7c2d,ae64/u4/q0.98,density_bin,0,frame_aggregate,483,0,0,0,0,22,0,0,8,0,0,14,0,,0.0,,,0.0,,,0.0,,0.04554865,0.01656315,0.02898551,,,,,9768.03519669,9707.0,11298.0,7038,12625,0.33346274,0.92242878,0.01522583,0.06273361
ae64__u4__q0.98__zstd3__ckptc6a2362c7c2d,ae64/u4/q0.98,density_bin,1-2,frame_aggregate,1091,1579,1134,445,1457,1483,122,1068,1215,66,389,268,56,0.92273591,0.49557823,0.64483293,0.94179894,0.46780552,0.62510975,0.8741573,0.59208524,0.70598911,1.35930339,1.1136572,0.2456462,0.89450931,1.17217345,0.81657631,1.10847446,9965.3208066,9892.0,11866.5,7167,13066,0.46955083,0.86357539,0.10618233,0.43889477
ae64__u4__q0.98__zstd3__ckptc6a2362c7c2d,ae64/u4/q0.98,density_bin,3-4,frame_aggregate,453,1528,940,588,1341,1161,187,838,862,102,503,299,85,0.8776178,0.53597122,0.66550868,0.89148936,0.49294118,0.63484848,0.85544218,0.62718204,0.72374101,2.56291391,1.90286976,0.66004415,1.11163463,1.44316746,1.0553635,1.20538257,10108.97571744,10020.0,11883.0,7349,13208,0.47084406,0.8148397,0.12900447,0.468688
ae64__u4__q0.98__zstd3__ckptc6a2362c7c2d,ae64/u4/q0.98,density_bin,5+,frame_aggregate,135,792,394,398,649,466,143,326,284,68,323,182,75,0.81944444,0.58206278,0.68065024,0.82741117,0.53442623,0.64940239,0.81155779,0.63960396,0.71539313,3.45185185,2.1037037,1.34814815,1.26352529,1.5766846,1.197859,1.32980147,10045.43703704,9904.0,12161.9,7446,13478,0.50824367,0.86690415,0.15071862,0.50710824
ae64__u4__q0.98__zstd3__ckptc6a2362c7c2d,ae64/u4/q0.98,object_presence,nonempty,frame_aggregate,1679,3899,2468,1431,3447,3110,452,2232,2361,236,1215,749,216,0.88407284,0.52569773,0.65933435,0.90437601,0.48595689,0.63220507,0.8490566,0.61863544,0.71575847,1.85229303,1.40619416,0.44609887,1.04845664,1.36347775,0.96191763,1.20743199,10010.52114354,9944.0,11883.0,7167,13478,0.47913753,0.85079372,0.11713332,0.46948554
ae64__u4__q0.9__zstd3__ckptc6a2362c7c2d,ae64/u4/q0.9,all,ALL,frame_aggregate,2162,3899,2468,1431,3477,3033,422,2261,2305,207,1216,728,215,0.89176712,0.53410138,0.6680757,0.91612642,0.49518178,0.64287745,0.84975542,0.6255144,0.72059259,1.40286772,1.06614246,0.33672525,0.92698736,1.23061506,0.81332271,1.13833256,23725.25254394,23476.5,27483.8,19041,32961,0.48417328,0.87501915,0.16444488,0.41305581
ae64__u4__q0.9__zstd3__ckptc6a2362c7c2d,ae64/u4/q0.9,class_presence,both_classes,frame_aggregate,679,2376,1279,1097,2076,1658,300,1156,1119,123,920,539,177,0.87373737,0.55597215,0.67954173,0.90383112,0.50813187,0.65053461,0.83865087,0.63056888,0.7198748,2.44182622,1.64801178,0.79381443,0.98988563,1.30080205,0.85749525,1.15623702,23662.7437408,23280.0,27556.0,19060,32961,0.48240621,0.84412071,0.19900313,0.4040948
ae64__u4__q0.9__zstd3__ckptc6a2362c7c2d,ae64/u4/q0.9,class_presence,pedestrian_positive,frame_aggregate,926,2710,1279,1431,2372,1825,338,1156,1122,123,1216,703,215,0.87527675,0.56516559,0.68683944,0.90383112,0.50746269,0.64998594,0.84975542,0.63366337,0.72597015,1.97084233,1.21166307,0.75917927,1.00146581,1.31605501,0.85749525,1.13833256,23525.59179266,23193.0,26955.25,19060,32961,0.49631464,0.86323542,0.17324474,0.45246375
ae64__u4__q0.9__zstd3__ckptc6a2362c7c2d,ae64/u4/q0.9,class_presence,vehicle_positive,frame_aggregate,1432,3565,2468,1097,3181,2851,384,2261,2296,207,920,555,177,0.89228612,0.52735411,0.66291549,0.91612642,0.49615975,0.64370107,0.83865087,0.62372881,0.71539658,1.99092179,1.60335196,0.38756983,0.91249944,1.21165876,0.81332271,1.15623702,23851.00907821,23541.5,28020.7,19041,32961,0.47248888,0.84985244,0.19619873,0.37141546
ae64__u4__q0.9__zstd3__ckptc6a2362c7c2d,ae64/u4/q0.9,density_bin,0,frame_aggregate,483,0,0,0,0,15,0,0,6,0,0,9,0,,0.0,,,0.0,,,0.0,,0.0310559,0.01242236,0.01863354,,,,,23647.32091097,23643.0,26621.0,19107,28748,0.34695032,0.92720629,0.02241156,0.09123311
ae64__u4__q0.9__zstd3__ckptc6a2362c7c2d,ae64/u4/q0.9,density_bin,1-2,frame_aggregate,1091,1579,1134,445,1449,1408,130,1062,1164,72,387,244,58,0.91766941,0.50717536,0.65329125,0.93650794,0.47708895,0.63214286,0.86966292,0.6133122,0.71933086,1.29055912,1.06691109,0.22364803,0.80798019,1.08024706,0.70815863,1.08190911,23732.93125573,23441.0,27828.5,19041,32770,0.49512992,0.86258573,0.15102755,0.47177647
ae64__u4__q0.9__zstd3__ckptc6a2362c7c2d,ae64/u4/q0.9,density_bin,3-4,frame_aggregate,453,1528,940,588,1362,1153,166,851,848,89,511,305,77,0.89136126,0.5415507,0.67375711,0.90531915,0.50088287,0.64494127,0.86904762,0.62622549,0.72792023,2.54525386,1.87196468,0.67328918,0.97693191,1.27824658,0.88616737,1.12808773,23986.21412804,23673.0,28128.6,19411,32961,0.46538708,0.85166713,0.23677844,0.30771569
ae64__u4__q0.9__zstd3__ckptc6a2362c7c2d,ae64/u4/q0.9,density_bin,5+,frame_aggregate,135,792,394,398,666,457,126,348,287,46,318,170,80,0.84090909,0.59305432,0.69556136,0.88324873,0.5480315,0.67638484,0.79899497,0.65163934,0.71783296,3.38518519,2.12592593,1.25925926,1.08376949,1.42338745,0.95611996,1.22346143,23066.34814815,22653.0,26457.6,20147,28046,0.56038285,0.86092464,0.22532013,0.59490378
ae64__u4__q0.9__zstd3__ckptc6a2362c7c2d,ae64/u4/q0.9,object_presence,nonempty,frame_aggregate,1679,3899,2468,1431,3477,3018,422,2261,2299,207,1216,719,215,0.89176712,0.53533487,0.66903983,0.91612642,0.49583333,0.64342629,0.84975542,0.62842377,0.72251931,1.79749851,1.36926742,0.42823109,0.92698736,1.23061506,0.81332271,1.13833256,23747.67123288,23425.0,27848.0,19041,32961,0.48801298,0.85954879,0.18277299,0.42171717
ae64__u4__q0__zstd3__ckptc6a2362c7c2d,ae64/u4/q0,all,ALL,frame_aggregate,2162,3899,2468,1431,3503,2927,396,2269,2225,199,1234,702,197,0.8984355,0.54479005,0.67828444,0.91936791,0.50489542,0.65182419,0.86233403,0.63739669,0.73299673,1.35383904,1.02913969,0.32469935,0.87922339,1.1778971,0.77792179,1.06549026,103505.20721554,103705.5,106308.1,97072,110479,0.82409666,0.99658016,0.9154538,0.56025603
ae64__u4__q0__zstd3__ckptc6a2362c7c2d,ae64/u4/q0,class_presence,both_classes,frame_aggregate,679,2376,1279,1097,2099,1571,277,1162,1066,117,937,505,160,0.88341751,0.5719346,0.69434337,0.90852228,0.52154399,0.66267465,0.85414768,0.64979196,0.73808586,2.31369661,1.56995582,0.7437408,0.94352531,1.25672605,0.82884607,1.08574226,102693.82179676,103027.0,105585.1,97072,107605,0.83708006,0.99505267,0.92359339,0.59259413
ae64__u4__q0__zstd3__ckptc6a2362c7c2d,ae64/u4/q0,class_presence,pedestrian_positive,frame_aggregate,926,2710,1279,1431,2396,1747,314,1162,1072,117,1234,675,197,0.88413284,0.57832489,0.6992558,0.90852228,0.52014324,0.66154284,0.86233403,0.64641173,0.73892216,1.88660907,1.15766739,0.72894168,0.95072376,1.26035453,0.82884607,1.06549026,102959.02159827,103186.0,105699.25,97072,108560,0.84276885,0.99585334,0.9159725,0.61648072
ae64__u4__q0__zstd3__ckptc6a2362c7c2d,ae64/u4/q0,class_presence,vehicle_positive,frame_aggregate,1432,3565,2468,1097,3206,2731,359,2269,2212,199,937,519,160,0.89929874,0.54000337,0.6748053,0.91936791,0.50636019,0.6530436,0.85414768,0.64354396,0.73403839,1.90712291,1.54469274,0.36243017,0.86788679,1.167406,0.77792179,1.08574226,103185.87988827,103444.0,105950.8,97072,107649,0.82113209,0.99559187,0.92547956,0.54232485
ae64__u4__q0__zstd3__ckptc6a2362c7c2d,ae64/u4/q0,density_bin,0,frame_aggregate,483,0,0,0,0,20,0,0,7,0,0,13,0,,0.0,,,0.0,,,0.0,,0.04140787,0.01449275,0.02691511,,,,,104358.44513458,104653.0,107188.9,99849,110479,0.55413373,0.99867392,0.58150139,0.08222589
ae64__u4__q0__zstd3__ckptc6a2362c7c2d,ae64/u4/q0,density_bin,1-2,frame_aggregate,1091,1579,1134,445,1466,1382,113,1067,1137,67,399,245,46,0.92843572,0.51474719,0.66229953,0.94091711,0.48411978,0.63930497,0.89662921,0.61956522,0.73278237,1.26672777,1.04216315,0.22456462,0.76079876,1.01421003,0.67829114,0.98143942,103543.70669111,103801.0,106058.0,98235,108560,0.81451188,0.99672792,0.9187205,0.52808722
ae64__u4__q0__zstd3__ckptc6a2362c7c2d,ae64/u4/q0,density_bin,3-4,frame_aggregate,453,1528,940,588,1368,1081,160,858,803,82,510,278,78,0.89528796,0.55859535,0.68795575,0.91276596,0.51655629,0.65974625,0.86734694,0.64720812,0.74127907,2.38631347,1.77262693,0.61368653,0.92119327,1.21757919,0.84682946,1.04629944,102856.53863135,103139.0,105583.6,97542,107649,0.82588067,0.9948331,0.93150288,0.55130603
ae64__u4__q0__zstd3__ckptc6a2362c7c2d,ae64/u4/q0,density_bin,5+,frame_aggregate,135,792,394,398,669,444,123,344,278,50,325,166,73,0.84469697,0.60107817,0.7023622,0.87309645,0.55305466,0.67716535,0.81658291,0.66191446,0.73115861,3.28888889,2.05925926,1.22962963,1.05290906,1.40689592,0.91508205,1.19879365,102318.02222222,102595.0,105711.1,97072,106371,0.8498392,0.99328123,0.89729082,0.65894555
ae64__u4__q0__zstd3__ckptc6a2362c7c2d,ae64/u4/q0,object_presence,nonempty,frame_aggregate,1679,3899,2468,1431,3503,2907,396,2269,2218,199,1234,689,197,0.8984355,0.54648986,0.67960035,0.91936791,0.50568308,0.65248023,0.86233403,0.64170567,0.73583781,1.73138773,1.32102442,0.41036331,0.87922339,1.1778971,0.77792179,1.06549026,103259.75521144,103513.0,105953.2,97072,108560,0.83110105,0.99595246,0.92164441,0.57570627
ae64__u6__q0.3__zstd3__ckptc6a2362c7c2d,ae64/u6/q0.3,all,ALL,frame_aggregate,2162,3899,2468,1431,3512,2985,387,2275,2261,193,1237,724,194,0.90074378,0.54055718,0.67564448,0.92179903,0.50154321,0.64962878,0.86443047,0.63080061,0.72936321,1.38066605,1.04579093,0.33487512,0.86699234,1.17188774,0.77218436,1.04135624,152179.1827012,151808.5,157179.35,145161,164923,0.79495387,0.99299323,0.8278239,0.56404449
ae64__u6__q0.3__zstd3__ckptc6a2362c7c2d,ae64/u6/q0.3,class_presence,both_classes,frame_aggregate,679,2376,1279,1097,2101,1606,275,1162,1083,117,939,523,158,0.88425926,0.56676558,0.69077758,0.90852228,0.51759465,0.65947787,0.85597083,0.64227086,0.73388042,2.365243,1.59499264,0.77025037,0.92481008,1.24375609,0.81758196,1.05750345,151310.39322533,150693.0,156544.0,145161,162191,0.80845632,0.98971007,0.83850791,0.59715097
ae64__u6__q0.3__zstd3__ckptc6a2362c7c2d,ae64/u6/q0.3,class_presence,pedestrian_positive,frame_aggregate,926,2710,1279,1431,2399,1785,311,1162,1087,117,1237,698,194,0.88523985,0.57337476,0.69596751,0.90852228,0.51667408,0.65873016,0.86443047,0.63927649,0.73499703,1.92764579,1.17386609,0.7537797,0.93296703,1.24720832,0.81758196,1.04135624,151516.19114471,151035.0,156420.75,145161,162191,0.81512349,0.99198524,0.83316657,0.62021865
ae64__u6__q0.3__zstd3__ckptc6a2362c7c2d,ae64/u6/q0.3,class_presence,vehicle_positive,frame_aggregate,1432,3565,2468,1097,3214,2787,351,2275,2252,193,939,535,158,0.90154278,0.5355774,0.6719632,0.92179903,0.50254031,0.65046462,0.85597083,0.63704206,0.73045508,1.94622905,1.5726257,0.37360335,0.85554299,1.16224148,0.77218436,1.05750345,151934.41759777,151444.0,156946.15,145161,164923,0.79054488,0.99009201,0.83468529,0.54685733
ae64__u6__q0.3__zstd3__ckptc6a2362c7c2d,ae64/u6/q0.3,density_bin,0,frame_aggregate,483,0,0,0,0,19,0,0,5,0,0,14,0,,0.0,,,0.0,,,0.0,,0.03933747,0.01035197,0.02898551,,,,,152954.59834369,152600.0,158001.0,147088,161745,0.55608395,0.99867536,0.58593292,0.08364356
ae64__u6__q0.3__zstd3__ckptc6a2362c7c2d,ae64/u6/q0.3,density_bin,1-2,frame_aggregate,1091,1579,1134,445,1471,1398,108,1071,1152,63,400,246,45,0.93160228,0.5127222,0.66142086,0.94444444,0.48178138,0.63806971,0.8988764,0.61919505,0.73327223,1.28139322,1.05591201,0.22548121,0.75539312,1.01836651,0.67545184,0.96943592,152208.31439047,151961.0,156626.0,146215,159884,0.78260804,0.99280264,0.82415088,0.5308706
ae64__u6__q0.3__zstd3__ckptc6a2362c7c2d,ae64/u6/q0.3,density_bin,3-4,frame_aggregate,453,1528,940,588,1370,1117,158,858,823,82,512,294,76,0.89659686,0.5508645,0.68244085,0.91276596,0.51041047,0.65471194,0.8707483,0.63523573,0.73457676,2.46578366,1.81677704,0.64900662,0.9148661,1.22704572,0.84750726,1.02774477,151712.63796909,150902.0,157250.0,145161,164923,0.79389177,0.98789175,0.8393716,0.55441196
ae64__u6__q0.3__zstd3__ckptc6a2362c7c2d,ae64/u6/q0.3,density_bin,5+,frame_aggregate,135,792,394,398,671,451,121,346,281,48,325,170,73,0.84722222,0.59803922,0.70114943,0.87817259,0.55183413,0.6777669,0.81658291,0.65656566,0.72788354,3.34074074,2.08148148,1.25925926,1.01390053,1.35657804,0.8848245,1.15131686,150735.00740741,150462.0,155488.7,146868,158409,0.83360987,0.99016305,0.84609881,0.66456776
ae64__u6__q0.3__zstd3__ckptc6a2362c7c2d,ae64/u6/q0.3,object_presence,nonempty,frame_aggregate,1679,3899,2468,1431,3512,2966,387,2275,2256,193,1237,710,194,0.90074378,0.54214264,0.67688156,0.92179903,0.50209667,0.65009287,0.86443047,0.63533641,0.73238603,1.7665277,1.34365694,0.42287076,0.86699234,1.17188774,0.77218436,1.04135624,151956.11792734,151539.0,156838.5,145161,164923,0.80096285,0.99129255,0.83207333,0.57952268
ae64__u6__q0.5__zstd3__ckptc6a2362c7c2d,ae64/u6/q0.5,all,ALL,frame_aggregate,2162,3899,2468,1431,3499,2996,400,2258,2254,210,1241,742,190,0.89740959,0.53872209,0.67327304,0.91491086,0.50044326,0.6469914,0.86722572,0.62581947,0.72700644,1.38575393,1.04255319,0.34320074,0.91164922,1.22740863,0.80175082,1.11160941,120720.16512488,120115.0,127276.85,111738,135964,0.78110105,0.99141193,0.79219384,0.55969739
ae64__u6__q0.5__zstd3__ckptc6a2362c7c2d,ae64/u6/q0.5,class_presence,both_classes,frame_aggregate,679,2376,1279,1097,2097,1610,279,1154,1068,125,943,542,154,0.88257576,0.56568654,0.68946244,0.9022674,0.51935194,0.65924022,0.85961714,0.63501684,0.73044152,2.37113402,1.57290133,0.7982327,0.97863716,1.30804849,0.8490307,1.13724359,120000.75699558,119107.0,126976.6,111738,133164,0.79181492,0.98664716,0.79567179,0.59312581
ae64__u6__q0.5__zstd3__ckptc6a2362c7c2d,ae64/u6/q0.5,class_presence,pedestrian_positive,frame_aggregate,926,2710,1279,1431,2395,1792,315,1154,1074,125,1241,718,190,0.88376384,0.5720086,0.69450486,0.9022674,0.51795332,0.65811235,0.86722572,0.63348647,0.73215339,1.93520518,1.15982721,0.77537797,0.98508923,1.31334787,0.8490307,1.11160941,120151.0,119379.5,126886.75,111738,133164,0.79884649,0.98972896,0.79088075,0.61592977
ae64__u6__q0.5__zstd3__ckptc6a2362c7c2d,ae64/u6/q0.5,class_presence,vehicle_positive,frame_aggregate,1432,3565,2468,1097,3201,2797,364,2258,2242,210,943,555,154,0.89789621,0.53367789,0.66945519,0.91491086,0.50177778,0.64810563,0.85961714,0.62950601,0.72678227,1.95321229,1.56564246,0.38756983,0.90058546,1.21536158,0.80175082,1.13724359,120487.89385475,119768.5,127275.35,111738,135964,0.77628382,0.98772117,0.79847462,0.54265568
ae64__u6__q0.5__zstd3__ckptc6a2362c7c2d,ae64/u6/q0.5,density_bin,0,frame_aggregate,483,0,0,0,0,17,0,0,6,0,0,11,0,,0.0,,,0.0,,,0.0,,0.03519669,0.01242236,0.02277433,,,,,121488.6563147,120949.0,127421.8,114251,132129,0.552412,0.99860154,0.57546631,0.08316816
