action_index,profile_id,model_family,quantization_mode,quantization_bits,roi_drop_fraction,checkpoint_sha256,action_contract_sha256,registry_binding_status,fixture_status,production_codec_status,in_memory_wire_status,wire_shape_status,map_schema_status,model_front_status,model_edge_status,roi_execution_status,ae_execution_status,tail_execution_status,actual_udp_status,technical_validity_status,blocking_codes,pickle_bytes,zstd_bytes,udp_chunks,payload_bytes_uncompressed,max_quantization_abs_error,compressed_sha256
45,ae64__u6__q0.7__zstd3__ckptc6a2362c7c2d,ae64,per_channel_uint6,6,0.7,c6a2362c7c2d72ff31825508ae7532c0796ec063a8556317d47d8d30fad99480,b01d264750f75445cac4ef316b12d01269bda92723f6316bb47f3ce70209a31b,PASS,PASS,PASS_MODEL_FEATURES,PASS,PASS,PASS,PASS_STRICT,PASS_STRICT,PASS_RANK_DROP_VERIFIED,PASS_INTEGRATED_AE,PASS_FINITE,PASS,TECHNICALLY_VALID,,220033,89352,2,580608,,22ad7a47b1e165c4e58411bdc3ac95a7a0d80267a0a0560e866d3a34631dae80
46,ae64__u6__q0.9__zstd3__ckptc6a2362c7c2d,ae64,per_channel_uint6,6,0.9,c6a2362c7c2d72ff31825508ae7532c0796ec063a8556317d47d8d30fad99480,a3f4e23b05d1e7794f087b9e38298bbe7fe44f80fddafbb0052f552b9ecfd319,PASS,PASS,PASS_MODEL_FEATURES,PASS,PASS,PASS,PASS_STRICT,PASS_STRICT,PASS_RANK_DROP_VERIFIED,PASS_INTEGRATED_AE,PASS_FINITE,PASS,TECHNICALLY_VALID,,220033,41967,1,580608,,c46f4873b9ee1bb10998cd4ffea4af4616d75ad2c4447c7193e99795f82cd4b1
47,ae64__u6__q0.98__zstd3__ckptc6a2362c7c2d,ae64,per_channel_uint6,6,0.98,c6a2362c7c2d72ff31825508ae7532c0796ec063a8556317d47d8d30fad99480,9aa504d7780fdd6549288d8b8276d929ef38c91aff8448cd4b63cddd7873a984,PASS,PASS,PASS_MODEL_FEATURES,PASS,PASS,PASS,PASS_STRICT,PASS_STRICT,PASS_RANK_DROP_VERIFIED,PASS_INTEGRATED_AE,PASS_FINITE,PASS,TECHNICALLY_VALID,,220035,17356,1,580608,,1080f5ac49237c725895d8da0810d058a2d612c6c8b65ed204e326ad8985d53c
48,ae64__u4__q0__zstd3__ckptc6a2362c7c2d,ae64,per_channel_uint4,4,0,c6a2362c7c2d72ff31825508ae7532c0796ec063a8556317d47d8d30fad99480,8277f6d16e9ab382ead22fef91252dd00c6c04583492fc1d66d6b98d96e7592e,PASS,PASS,PASS_MODEL_FEATURES,PASS,PASS,PASS,PASS_STRICT,PASS_STRICT,PASS_NO_DROP_VERIFIED,PASS_INTEGRATED_AE,PASS_FINITE,PASS,TECHNICALLY_VALID,,147453,102129,2,580608,,c3e723f773375eb56f2673035ea5c95265d9a98f9d178230266cdf8e1fbe921f
49,ae64__u4__q0.3__zstd3__ckptc6a2362c7c2d,ae64,per_channel_uint4,4,0.3,c6a2362c7c2d72ff31825508ae7532c0796ec063a8556317d47d8d30fad99480,696fa560d3caa8b0fb1339749d842de22e0b73717dbe35a4b0abb4169682f05a,PASS,PASS,PASS_MODEL_FEATURES,PASS,PASS,PASS,PASS_STRICT,PASS_STRICT,PASS_RANK_DROP_VERIFIED,PASS_INTEGRATED_AE,PASS_FINITE,PASS,TECHNICALLY_VALID,,147457,77713,2,580608,,d0a1b0d548f98739f792f247ebfb09da861e90e0f7ca97586e5c50c4e349c24c
50,ae64__u4__q0.5__zstd3__ckptc6a2362c7c2d,ae64,per_channel_uint4,4,0.5,c6a2362c7c2d72ff31825508ae7532c0796ec063a8556317d47d8d30fad99480,d224b5f6a54391b1ad1c0845a46b99248cac99323da5ae684c7545d50dfb8ca5,PASS,PASS,PASS_MODEL_FEATURES,PASS,PASS,PASS,PASS_STRICT,PASS_STRICT,PASS_RANK_DROP_VERIFIED,PASS_INTEGRATED_AE,PASS_FINITE,PASS,TECHNICALLY_VALID,,147457,65922,2,580608,,006f415112cc2505a818f43ee95a695a3a5e335717c1436249b0c98801b4eafa
51,ae64__u4__q0.7__zstd3__ckptc6a2362c7c2d,ae64,per_channel_uint4,4,0.7,c6a2362c7c2d72ff31825508ae7532c0796ec063a8556317d47d8d30fad99480,f09704fa7da99e23f3c9b490ba692cfb78ce18890872422ed7da641f9c17b0ec,PASS,PASS,PASS_MODEL_FEATURES,PASS,PASS,PASS,PASS_STRICT,PASS_STRICT,PASS_RANK_DROP_VERIFIED,PASS_INTEGRATED_AE,PASS_FINITE,PASS,TECHNICALLY_VALID,,147457,49720,1,580608,,33a4a848017914fcb56e3ba25006609e049d0ed78bb704677a080f249f5b7ce6
52,ae64__u4__q0.9__zstd3__ckptc6a2362c7c2d,ae64,per_channel_uint4,4,0.9,c6a2362c7c2d72ff31825508ae7532c0796ec063a8556317d47d8d30fad99480,aa61115953198dd609e96151a4fa94bb700aafa0922a7259abf4661b2db5d5b7,PASS,PASS,PASS_MODEL_FEATURES,PASS,PASS,PASS,PASS_STRICT,PASS_STRICT,PASS_RANK_DROP_VERIFIED,PASS_INTEGRATED_AE,PASS_FINITE,PASS,TECHNICALLY_VALID,,147457,26327,1,580608,,97d14a9b03e5cf6e2350596ed468afc3f6f8f4879fd6efb2464906ce3cc24fd1
53,ae64__u4__q0.98__zstd3__ckptc6a2362c7c2d,ae64,per_channel_uint4,4,0.98,c6a2362c7c2d72ff31825508ae7532c0796ec063a8556317d47d8d30fad99480,24380145d8399cb6d718f7986e5361f0e2bb584d24af0ca1b72d688147804210,PASS,PASS,PASS_MODEL_FEATURES,PASS,PASS,PASS,PASS_STRICT,PASS_STRICT,PASS_RANK_DROP_VERIFIED,PASS_INTEGRATED_AE,PASS_FINITE,PASS,TECHNICALLY_VALID,,147459,12568,1,580608,,78a6f90c4a4e41e4ac931b3171530825b586d992fbf6d0739e385d6f832a8eb3
54,ae128__u8__q0__zstd3__ckpt601984b96d85,ae128,per_channel_uint8,8,0,601984b96d85e1d72e9521f8a796103ab630834991d0957b62990116524cd62c,8e0c2b217c92b8cf2579ec59d5f05edb22f59444f024e940a89c344b0e95598c,PASS,PASS,PASS_MODEL_FEATURES,PASS,PASS,PASS,PASS_STRICT,PASS_STRICT,PASS_NO_DROP_VERIFIED,PASS_INTEGRATED_AE,PASS_FINITE,PASS,TECHNICALLY_VALID,,376071,350151,6,746496,,7f97fa6e0c3f4420c3892ca6cea9b5f48750defecad0829cfc270d41a70ef744
55,ae128__u8__q0.3__zstd3__ckpt601984b96d85,ae128,per_channel_uint8,8,0.3,601984b96d85e1d72e9521f8a796103ab630834991d0957b62990116524cd62c,c0aaddd43bf7e7404e93b3abcbcdc529f9d3bdcdf0eaed1cff49e97a4f683f62,PASS,PASS,PASS_MODEL_FEATURES,PASS,PASS,PASS,PASS_STRICT,PASS_STRICT,PASS_RANK_DROP_VERIFIED,PASS_INTEGRATED_AE,PASS_FINITE,PASS,TECHNICALLY_VALID,,376075,258139,5,746496,,bcf3b7a862417ce05e3f73c58683da43c6d59227a136f8805ce3db25f52110cf
56,ae128__u8__q0.5__zstd3__ckpt601984b96d85,ae128,per_channel_uint8,8,0.5,601984b96d85e1d72e9521f8a796103ab630834991d0957b62990116524cd62c,35134ebb042f6785f81c944909cd9b18dab278376ac10de26a68122d31114496,PASS,PASS,PASS_MODEL_FEATURES,PASS,PASS,PASS,PASS_STRICT,PASS_STRICT,PASS_RANK_DROP_VERIFIED,PASS_INTEGRATED_AE,PASS_FINITE,PASS,TECHNICALLY_VALID,,376075,207062,4,746496,,bf603eb6fc2275c0f2dc413c761e59c06228adcaad01e61fb2f1abd38d08cd08
57,ae128__u8__q0.7__zstd3__ckpt601984b96d85,ae128,per_channel_uint8,8,0.7,601984b96d85e1d72e9521f8a796103ab630834991d0957b62990116524cd62c,0f137ac3ca8cf846012a4190d5d2d6ec7e6060019f36f85e91b1721a0a4a4d13,PASS,PASS,PASS_MODEL_FEATURES,PASS,PASS,PASS,PASS_STRICT,PASS_STRICT,PASS_RANK_DROP_VERIFIED,PASS_INTEGRATED_AE,PASS_FINITE,PASS,TECHNICALLY_VALID,,376075,155153,3,746496,,1c7069b0da4052c4d900016409b2ab9f5c52c95b89246e4f667e128641bbcbf7
58,ae128__u8__q0.9__zstd3__ckpt601984b96d85,ae128,per_channel_uint8,8,0.9,601984b96d85e1d72e9521f8a796103ab630834991d0957b62990116524cd62c,b4ea97cc48174e6592232d43657fafbccb02554a99c35ef23655027a6d10720f,PASS,PASS,PASS_MODEL_FEATURES,PASS,PASS,PASS,PASS_STRICT,PASS_STRICT,PASS_RANK_DROP_VERIFIED,PASS_INTEGRATED_AE,PASS_FINITE,PASS,TECHNICALLY_VALID,,376075,80077,2,746496,,7f6f6837beb49fbe907dba4327f165922d3fdc943fd6436d97a02cf6530c321c
59,ae128__u8__q0.98__zstd3__ckpt601984b96d85,ae128,per_channel_uint8,8,0.98,601984b96d85e1d72e9521f8a796103ab630834991d0957b62990116524cd62c,300aa80b376beb56ed5d0503608050ccb2b8d0ebd6cb60e65b063d6c74740383,PASS,PASS,PASS_MODEL_FEATURES,PASS,PASS,PASS,PASS_STRICT,PASS_STRICT,PASS_RANK_DROP_VERIFIED,PASS_INTEGRATED_AE,PASS_FINITE,PASS,TECHNICALLY_VALID,,376077,32069,1,746496,,61a8a2e92deebe24a740eac8605b53315cd324f4a13fc91b33fb1c791f2e2c6f
60,ae128__u6__q0__zstd3__ckpt601984b96d85,ae128,per_channel_uint6,6,0,601984b96d85e1d72e9521f8a796103ab630834991d0957b62990116524cd62c,c7538a2bd56572b2efa8f3267f119716663cc711ee10a4188e6b5e30f826ee8d,PASS,PASS,PASS_MODEL_FEATURES,PASS,PASS,PASS,PASS_STRICT,PASS_STRICT,PASS_NO_DROP_VERIFIED,PASS_INTEGRATED_AE,PASS_FINITE,PASS,TECHNICALLY_VALID,,282759,268621,5,746496,,01936b0796d69dd409726bb1f344981ec7ee66afc3b572d256b0c541f8b22acb
61,ae128__u6__q0.3__zstd3__ckpt601984b96d85,ae128,per_channel_uint6,6,0.3,601984b96d85e1d72e9521f8a796103ab630834991d0957b62990116524cd62c,85ea54f470ff885cda5e15e5e8cbbf155475b02b38ff9019565c0a7049bd2b05,PASS,PASS,PASS_MODEL_FEATURES,PASS,PASS,PASS,PASS_STRICT,PASS_STRICT,PASS_RANK_DROP_VERIFIED,PASS_INTEGRATED_AE,PASS_FINITE,PASS,TECHNICALLY_VALID,,282763,198683,4,746496,,94f6fd969d0a965fc7caf90567825a6b3941ef54c008df561005b6c77ec0e36d
62,ae128__u6__q0.5__zstd3__ckpt601984b96d85,ae128,per_channel_uint6,6,0.5,601984b96d85e1d72e9521f8a796103ab630834991d0957b62990116524cd62c,6bf6abc97a21cab4bfaa1637521a19b1e6177668de7c8409b4837143c30da16d,PASS,PASS,PASS_MODEL_FEATURES,PASS,PASS,PASS,PASS_STRICT,PASS_STRICT,PASS_RANK_DROP_VERIFIED,PASS_INTEGRATED_AE,PASS_FINITE,PASS,TECHNICALLY_VALID,,282763,160795,3,746496,,bfb8abc6f23d09551a356f2638ba26a4ff9bd233ca3586dc6db2dc44346065ce
63,ae128__u6__q0.7__zstd3__ckpt601984b96d85,ae128,per_channel_uint6,6,0.7,601984b96d85e1d72e9521f8a796103ab630834991d0957b62990116524cd62c,8168c5ea79420e6d1df21953b10c9abc2e97a6123f10408e20865cfc7efc23fd,PASS,PASS,PASS_MODEL_FEATURES,PASS,PASS,PASS,PASS_STRICT,PASS_STRICT,PASS_RANK_DROP_VERIFIED,PASS_INTEGRATED_AE,PASS_FINITE,PASS,TECHNICALLY_VALID,,282763,123061,3,746496,,b74f8f5fb4aa57feb22c3edfb323d7f4afc4196baf66e90827a90987ed5bee20
64,ae128__u6__q0.9__zstd3__ckpt601984b96d85,ae128,per_channel_uint6,6,0.9,601984b96d85e1d72e9521f8a796103ab630834991d0957b62990116524cd62c,92819c7dd27afa4d51c293985d77fb33e7429fe19acbac84a0409cd972649093,PASS,PASS,PASS_MODEL_FEATURES,PASS,PASS,PASS,PASS_STRICT,PASS_STRICT,PASS_RANK_DROP_VERIFIED,PASS_INTEGRATED_AE,PASS_FINITE,PASS,TECHNICALLY_VALID,,282763,65707,2,746496,,fabfe8195d8e9536854026cdbef03a83b0e2ef06285cdece39fdda9177baba38
65,ae128__u6__q0.98__zstd3__ckpt601984b96d85,ae128,per_channel_uint6,6,0.98,601984b96d85e1d72e9521f8a796103ab630834991d0957b62990116524cd62c,3540d85b0b796ce56e6b768b0c6f24ece6318a4ed3899150e2c2be06367b1456,PASS,PASS,PASS_MODEL_FEATURES,PASS,PASS,PASS,PASS_STRICT,PASS_STRICT,PASS_RANK_DROP_VERIFIED,PASS_INTEGRATED_AE,PASS_FINITE,PASS,TECHNICALLY_VALID,,282765,28707,1,746496,,35885f228314b926ce3bfdc7b4328db1608e1e77a55e0a8646feb03faa0e0c3b
66,ae128__u4__q0__zstd3__ckpt601984b96d85,ae128,per_channel_uint4,4,0,601984b96d85e1d72e9521f8a796103ab630834991d0957b62990116524cd62c,f7d78b95164a05110312a63386595a2a507e5a6f9f01a8dc2d230e70f2cd3250,PASS,PASS,PASS_MODEL_FEATURES,PASS,PASS,PASS,PASS_STRICT,PASS_STRICT,PASS_NO_DROP_VERIFIED,PASS_INTEGRATED_AE,PASS_FINITE,PASS,TECHNICALLY_VALID,,189447,132551,3,746496,,10f369ce98b36dfe8a8a75db682354ed3edf9b2fbd139ce5112157ef16fd729b
67,ae128__u4__q0.3__zstd3__ckpt601984b96d85,ae128,per_channel_uint4,4,0.3,601984b96d85e1d72e9521f8a796103ab630834991d0957b62990116524cd62c,a19387b2104035b59258ff1fe18df5a7e6551c96e52c711aca661424c03f2321,PASS,PASS,PASS_MODEL_FEATURES,PASS,PASS,PASS,PASS_STRICT,PASS_STRICT,PASS_RANK_DROP_VERIFIED,PASS_INTEGRATED_AE,PASS_FINITE,PASS,TECHNICALLY_VALID,,189451,99719,2,746496,,d29c534dee9c43b2ca3fbace2de12b9593271afa9ec71cef92acbe9c311f7c77
68,ae128__u4__q0.5__zstd3__ckpt601984b96d85,ae128,per_channel_uint4,4,0.5,601984b96d85e1d72e9521f8a796103ab630834991d0957b62990116524cd62c,d67fa6b2d91bfb6d425af5ccb3b8444366a7e43ccada27a6496c5949a90c2558,PASS,PASS,PASS_MODEL_FEATURES,PASS,PASS,PASS,PASS_STRICT,PASS_STRICT,PASS_RANK_DROP_VERIFIED,PASS_INTEGRATED_AE,PASS_FINITE,PASS,TECHNICALLY_VALID,,189451,83577,2,746496,,570b45a869d00d05df64b11aefcb5863d7c4d31c5026410ae5b428958140480a
69,ae128__u4__q0.7__zstd3__ckpt601984b96d85,ae128,per_channel_uint4,4,0.7,601984b96d85e1d72e9521f8a796103ab630834991d0957b62990116524cd62c,c9bfeabdabe3e31fd150d6835b13076798f95938decebb3f8008a56d11c1c76a,PASS,PASS,PASS_MODEL_FEATURES,PASS,PASS,PASS,PASS_STRICT,PASS_STRICT,PASS_RANK_DROP_VERIFIED,PASS_INTEGRATED_AE,PASS_FINITE,PASS,TECHNICALLY_VALID,,189451,68412,2,746496,,ffab9cc08d5ee6dd129e1d9baa8e8e52721b335f707fe150fcbf267023bfc83c
70,ae128__u4__q0.9__zstd3__ckpt601984b96d85,ae128,per_channel_uint4,4,0.9,601984b96d85e1d72e9521f8a796103ab630834991d0957b62990116524cd62c,bb6c4bcd0719d86959f0fce285d007ed3d94d829b829c82524743da04953df78,PASS,PASS,PASS_MODEL_FEATURES,PASS,PASS,PASS,PASS_STRICT,PASS_STRICT,PASS_RANK_DROP_VERIFIED,PASS_INTEGRATED_AE,PASS_FINITE,PASS,TECHNICALLY_VALID,,189451,40292,1,746496,,8c99c32fd3d08c97fb86723dec966de934094bd0a7b3e6f1f4c91e2c591caaca
71,ae128__u4__q0.98__zstd3__ckpt601984b96d85,ae128,per_channel_uint4,4,0.98,601984b96d85e1d72e9521f8a796103ab630834991d0957b62990116524cd62c,70dddc90fadaafab2fe4e82e9fab1d96b5390a65379b2fe6fd60f24e347bed08,PASS,PASS,PASS_MODEL_FEATURES,PASS,PASS,PASS,PASS_STRICT,PASS_STRICT,PASS_RANK_DROP_VERIFIED,PASS_INTEGRATED_AE,PASS_FINITE,PASS,TECHNICALLY_VALID,,189453,19587,1,746496,,53fd510939b482c3b1b94d4a74e878277bd0fcf50457982f98901011ced11e30
