action_id,profile_id,execution_mode,family,latent_width,quantizer,bit_width,q,q_e4,keep_count,drop_count,zstd_level,wire_layout,wire_version,checkpoint_sha256,routing_tag,decoder_identity,pre_zstd_analytical_bytes,zstd_median_bytes,zstd_p95_bytes,ratio_vs_dense_fp32_q0,ratio_vs_same_family_same_q_uint8,vehicle_precision,vehicle_recall,vehicle_f1,vehicle_xy_mae_m,canonical_person_precision,canonical_person_recall,canonical_person_f1,canonical_person_xy_mae_m,person_avo_precision,person_avo_recall,person_avo_f1,person_avo_xy_mae_m,person_avo_recall_0_30m,person_avo_recall_30_40m_diagnostic,vehicle_iou,person_box_mask_iou,foreground_miou,relative_preservation_passed,relative_preservation_count,absolute_service_ready,absolute_service_count,localization_requirements_passed,localization_requirement_count,localization_requirements_evaluated,segmentation_installable,segmentation_behavior,source_contract_tier,stress_or_emergency_anchor,transport_valid,agent_action_enabled,source_evidence_path,source_evidence_sha256,durable_setting_path,durable_setting_sha256
23,split_ae128_uint8_q9800,SPLIT,AE128,128,UINT8,8,0.98,9800,430,21074,1,CURRENT_CELL_MAJOR,1,0c2ba3a495684c0f8222492f554eb3de7c7a76181e0bd4b4a83529897db30f72,204186532,AE128_DECODER_0c2ba3a495684c0f8222492f554eb3de7c7a76181e0bd4b4a83529897db30f72,58802,51422.0,51832.0,0.0023352258432507694,1.0,0.6247334754797441,0.42327933133835516,0.5046441532878144,1.048119783524195,0.5109289617486339,0.2897727272727273,0.3698088332234674,0.9501033147732219,0.41005723630417007,0.348627042057699,0.37685515686642873,0.9224585187353288,,,0.1522151676971319,0.14368998761259777,0.14795257765486483,False,5,False,1,False,1,7,False,retain_previous_segmentation_layer_with_original_timestamp,stress/emergency profile,True,True,True,experiments/splitfusion_fcos_ae_v1/20260903_phase9d_ae128_uint8_validation/phase9d_ae128_uint8_validation.json,89cc7c706fc3383106a5680d3d54d5fb514dcd5d808c13d9eaf1a2c380785963,experiments/splitfusion_fcos_ae_v1/20260903_phase9d_ae128_uint8_validation/settings/q9800.json,c10ddbf3966b2ce9db855e86faf9f2cf26157d176846a87798649cbb3a603dfc
24,split_ae128_uint6_q0000,SPLIT,AE128,128,UINT6,6,0.0,0,21504,0,1,CURRENT_CELL_MAJOR,1,0c2ba3a495684c0f8222492f554eb3de7c7a76181e0bd4b4a83529897db30f72,204186532,AE128_DECODER_0c2ba3a495684c0f8222492f554eb3de7c7a76181e0bd4b4a83529897db30f72,2065460,1861179.0,1891661.0,0.08452166970782202,0.7935497982419937,0.9354479688369505,0.8672995562893406,0.9000856714499893,0.4818480472813258,0.7885554780181437,0.5836776859504132,0.6708222024339566,0.8404948393835868,0.6994459833795014,0.7021202641640598,0.7007805724197745,0.8125087765774414,0.8211610486891385,0.358974358974359,0.897799000759146,0.5214166478130866,0.7096078242861164,True,12,False,7,False,7,8,True,install_current_segmentation,FULL_PRESERVATION,False,True,True,experiments/splitfusion_fcos_ae_v1/20260903_phase11d_lowbit_validation/phase11d_lowbit_validation.json,2680e6dc21469e6fdcabe1ce79e9d2d333d9a137c639cd033338b9b1c01c2862,experiments/splitfusion_fcos_ae_v1/20260903_phase11d_lowbit_validation/settings/ae128_uint6_q0000.json,8121399d24b080704cce7c70dd527d036b6bef085d854aafb2913d03431682d3
25,split_ae128_uint6_q3000,SPLIT,AE128,128,UINT6,6,0.3,3000,15053,6451,1,CURRENT_CELL_MAJOR,1,0c2ba3a495684c0f8222492f554eb3de7c7a76181e0bd4b4a83529897db30f72,204186532,AE128_DECODER_0c2ba3a495684c0f8222492f554eb3de7c7a76181e0bd4b4a83529897db30f72,1448852,1338414.0,1348839.0,0.06078135743006175,0.7997220361627845,0.9309199601461309,0.8677123103910845,0.8982055116428115,0.4815413500941531,0.7495919033627163,0.5929752066115702,0.6621485219899063,0.8357112856880637,0.6504607562758182,0.7115050399721933,0.6796148738379814,0.8113924120609837,0.8267790262172284,0.3792172739541161,0.8882121747441908,0.5102138242667774,0.6992129995054841,True,12,False,7,False,6,8,True,install_current_segmentation,FULL_PRESERVATION,False,True,True,experiments/splitfusion_fcos_ae_v1/20260903_phase11d_lowbit_validation/phase11d_lowbit_validation.json,2680e6dc21469e6fdcabe1ce79e9d2d333d9a137c639cd033338b9b1c01c2862,experiments/splitfusion_fcos_ae_v1/20260903_phase11d_lowbit_validation/settings/ae128_uint6_q3000.json,3218b743e9a715bb767e666e8b5f7e6eeb261a6d43b5d6b8225d99fc1add7c99
26,split_ae128_uint6_q5000,SPLIT,AE128,128,UINT6,6,0.5,5000,10752,10752,1,CURRENT_CELL_MAJOR,1,0c2ba3a495684c0f8222492f554eb3de7c7a76181e0bd4b4a83529897db30f72,204186532,AE128_DECODER_0c2ba3a495684c0f8222492f554eb3de7c7a76181e0bd4b4a83529897db30f72,1035956,964953.0,970658.0,0.04382138351527284,0.7981117328139151,0.9265561532550225,0.8709111546795997,0.8978723404255319,0.49049055085761933,0.7459651387992253,0.596849173553719,0.6631276901004305,0.8246309811788921,0.6509704104358893,0.7111574556830031,0.679734219269103,0.7952541287192756,0.825374531835206,0.38191632928475033,0.8543813826157686,0.5039282734940779,0.6791548280549232,True,12,False,7,False,6,8,True,install_current_segmentation,FULL_PRESERVATION,False,True,True,experiments/splitfusion_fcos_ae_v1/20260903_phase11d_lowbit_validation/phase11d_lowbit_validation.json,2680e6dc21469e6fdcabe1ce79e9d2d333d9a137c639cd033338b9b1c01c2862,experiments/splitfusion_fcos_ae_v1/20260903_phase11d_lowbit_validation/settings/ae128_uint6_q5000.json,aad09f54179c617306bf5c7a0a6e168a57344d7195b2940a763350107d7ea0b6
27,split_ae128_uint6_q7000,SPLIT,AE128,128,UINT6,6,0.7,7000,6451,15053,1,CURRENT_CELL_MAJOR,1,0c2ba3a495684c0f8222492f554eb3de7c7a76181e0bd4b4a83529897db30f72,204186532,AE128_DECODER_0c2ba3a495684c0f8222492f554eb3de7c7a76181e0bd4b4a83529897db30f72,623060,583750.0,586310.8,0.026509822371701543,0.7963043294401384,0.9059342076972694,0.869569703848932,0.8873795608908546,0.5307785053970765,0.6984744241699072,0.6030475206611571,0.6472626472626473,0.8536833482011009,0.5975007265329846,0.7146332985749044,0.6508388730610953,0.8176779651247877,0.8230337078651685,0.40215924426450744,0.7715579050155129,0.4720480074099076,0.6218029562127103,True,12,False,4,False,6,8,False,retain_previous_segmentation_layer_with_original_timestamp,FULL_PRESERVATION,False,True,True,experiments/splitfusion_fcos_ae_v1/20260903_phase11d_lowbit_validation/phase11d_lowbit_validation.json,2680e6dc21469e6fdcabe1ce79e9d2d333d9a137c639cd033338b9b1c01c2862,experiments/splitfusion_fcos_ae_v1/20260903_phase11d_lowbit_validation/settings/ae128_uint6_q7000.json,c511ce3a0c13ccd2307e0c368a53670a546f334d7da731a83eb3a5d436ac9e84
28,split_ae128_uint6_q9000,SPLIT,AE128,128,UINT6,6,0.9,9000,2150,19354,1,CURRENT_CELL_MAJOR,1,0c2ba3a495684c0f8222492f554eb3de7c7a76181e0bd4b4a83529897db30f72,204186532,AE128_DECODER_0c2ba3a495684c0f8222492f554eb3de7c7a76181e0bd4b4a83529897db30f72,210164,197340.0,198057.0,0.008961795883223267,0.7939394427055255,0.8303730017761989,0.771850170261067,0.8000427830365261,0.7307881733268653,0.5647155812036274,0.5307334710743802,0.5471974437491679,0.8792309327777588,0.47041959864477456,0.6273896419881821,0.537682454572535,0.840461411576012,0.7462546816479401,0.28475033738191635,0.44349599492371183,0.3659463757357416,0.40472118532972673,True,12,False,3,False,4,8,False,retain_previous_segmentation_layer_with_original_timestamp,EMERGENCY_ONLY,True,True,True,experiments/splitfusion_fcos_ae_v1/20260903_phase11d_lowbit_validation/phase11d_lowbit_validation.json,2680e6dc21469e6fdcabe1ce79e9d2d333d9a137c639cd033338b9b1c01c2862,experiments/splitfusion_fcos_ae_v1/20260903_phase11d_lowbit_validation/settings/ae128_uint6_q9000.json,7e58a80235cb77374c722841e0ec9c1fd81298feb90e464881d82f163ad2f66b
29,split_ae128_uint6_q9800,SPLIT,AE128,128,UINT6,6,0.98,9800,430,21074,1,CURRENT_CELL_MAJOR,1,0c2ba3a495684c0f8222492f554eb3de7c7a76181e0bd4b4a83529897db30f72,204186532,AE128_DECODER_0c2ba3a495684c0f8222492f554eb3de7c7a76181e0bd4b4a83529897db30f72,45044,40920.0,41137.0,0.001858298811905828,0.7957683481778227,0.6251142944224322,0.42327933133835516,0.5047683504583769,1.0481481425160668,0.5077554744525548,0.287448347107438,0.36708443271767804,0.9397471425227789,0.4068767908309456,0.34549878345498786,0.37368421052631584,0.9133325138548898,0.43820224719101125,0.07827260458839407,0.15215891489205619,0.1436487142615594,0.1479038145768078,True,12,False,1,False,1,8,False,retain_previous_segmentation_layer_with_original_timestamp,EMERGENCY_ONLY,True,True,True,experiments/splitfusion_fcos_ae_v1/20260903_phase11d_lowbit_validation/phase11d_lowbit_validation.json,2680e6dc21469e6fdcabe1ce79e9d2d333d9a137c639cd033338b9b1c01c2862,experiments/splitfusion_fcos_ae_v1/20260903_phase11d_lowbit_validation/settings/ae128_uint6_q9800.json,2b86f1a18bf8b7bd505cc2ab3c5d72647e053e47459a389aca6df17bf6340231
30,split_ae128_uint4_q0000,SPLIT,AE128,128,UINT4,4,0.0,0,21504,0,1,CURRENT_CELL_MAJOR,1,0c2ba3a495684c0f8222492f554eb3de7c7a76181e0bd4b4a83529897db30f72,204186532,AE128_DECODER_0c2ba3a495684c0f8222492f554eb3de7c7a76181e0bd4b4a83529897db30f72,1377332,880567.0,945202.7999999999,0.03998916446489441,0.3754468351451191,0.935041782729805,0.865958105458673,0.8991749705346621,0.48268950656347775,0.7837370242214533,0.5849690082644629,0.6699201419698315,0.8480094356705437,0.6961459050240881,0.7031630170316302,0.6996368666781947,0.8228541211741057,0.824438202247191,0.3535762483130904,0.8963622630336833,0.5180854471408307,0.7072238550872569,True,12,False,7,False,6,8,True,install_current_segmentation,FULL_PRESERVATION,False,True,True,experiments/splitfusion_fcos_ae_v1/20260903_phase11d_lowbit_validation/phase11d_lowbit_validation.json,2680e6dc21469e6fdcabe1ce79e9d2d333d9a137c639cd033338b9b1c01c2862,experiments/splitfusion_fcos_ae_v1/20260903_phase11d_lowbit_validation/settings/ae128_uint4_q0000.json,435c113667be550f658c2036f522055da13493caa7d27de3a60a525776206427
31,split_ae128_uint4_q3000,SPLIT,AE128,128,UINT4,4,0.3,3000,15053,6451,1,CURRENT_CELL_MAJOR,1,0c2ba3a495684c0f8222492f554eb3de7c7a76181e0bd4b4a83529897db30f72,204186532,AE128_DECODER_0c2ba3a495684c0f8222492f554eb3de7c7a76181e0bd4b4a83529897db30f72,967156,676826.0,696600.6,0.03073668014826427,0.4044134825606373,0.9315083675052643,0.8672995562893406,0.8982579886715828,0.4853175538892535,0.7495913697286695,0.5922004132231405,0.6616649834078777,0.8397981340431764,0.6481422673864718,0.7094195342370525,0.6773979422502489,0.8116952321145072,0.826310861423221,0.3724696356275304,0.8869382954296674,0.5057818274601422,0.6963600614449048,True,12,False,7,False,6,8,True,install_current_segmentation,FULL_PRESERVATION,False,True,True,experiments/splitfusion_fcos_ae_v1/20260903_phase11d_lowbit_validation/phase11d_lowbit_validation.json,2680e6dc21469e6fdcabe1ce79e9d2d333d9a137c639cd033338b9b1c01c2862,experiments/splitfusion_fcos_ae_v1/20260903_phase11d_lowbit_validation/settings/ae128_uint4_q3000.json,af5a51a1d75de3071db70cdde3e83d761861d7a76b72361c921c272c491fd962
32,split_ae128_uint4_q5000,SPLIT,AE128,128,UINT4,4,0.5,5000,10752,10752,1,CURRENT_CELL_MAJOR,1,0c2ba3a495684c0f8222492f554eb3de7c7a76181e0bd4b4a83529897db30f72,204186532,AE128_DECODER_0c2ba3a495684c0f8222492f554eb3de7c7a76181e0bd4b4a83529897db30f72,691892,499979.0,511812.6,0.022705532299068035,0.413532167950738,0.9249094302338347,0.86936332679806,0.8962765957446808,0.4927696588002121,0.7463556851311953,0.5950413223140496,0.6621641040379365,0.8313688417565486,0.6510665393186883,0.710809871393813,0.6796277833167165,0.8012085702753897,0.827247191011236,0.37516869095816463,0.8527034558747428,0.5001923237225034,0.6764478897986231,True,12,False,7,False,6,8,True,install_current_segmentation,FULL_PRESERVATION,False,True,True,experiments/splitfusion_fcos_ae_v1/20260903_phase11d_lowbit_validation/phase11d_lowbit_validation.json,2680e6dc21469e6fdcabe1ce79e9d2d333d9a137c639cd033338b9b1c01c2862,experiments/splitfusion_fcos_ae_v1/20260903_phase11d_lowbit_validation/settings/ae128_uint4_q5000.json,66e3f2223724af9edb0d74e67e8f2d10c6c6aad7a2813989d0432e3ec9553ae8
33,split_ae128_uint4_q7000,SPLIT,AE128,128,UINT4,4,0.7,7000,6451,15053,1,CURRENT_CELL_MAJOR,1,0c2ba3a495684c0f8222492f554eb3de7c7a76181e0bd4b4a83529897db30f72,204186532,AE128_DECODER_0c2ba3a495684c0f8222492f554eb3de7c7a76181e0bd4b4a83529897db30f72,416628,309797.0,313914.4,0.014068802469012459,0.4225999012378014,0.902370990237099,0.8679186874419564,0.8848095939406689,0.5292754064286264,0.6955608878224355,0.5989152892561983,0.6436303080766027,0.853308968786101,0.5935502614758861,0.7101147028154328,0.6466213008387404,0.8154606472140487,0.8220973782771536,0.3873144399460189,0.7701288840132688,0.46964381607158956,0.6198863500424292,True,12,False,4,False,6,8,False,retain_previous_segmentation_layer_with_original_timestamp,FULL_PRESERVATION,False,True,True,experiments/splitfusion_fcos_ae_v1/20260903_phase11d_lowbit_validation/phase11d_lowbit_validation.json,2680e6dc21469e6fdcabe1ce79e9d2d333d9a137c639cd033338b9b1c01c2862,experiments/splitfusion_fcos_ae_v1/20260903_phase11d_lowbit_validation/settings/ae128_uint4_q7000.json,ef2b599d8b66cf059919fc7205198e1dfea7cf2da840f4e7a98ee8724033c532
34,split_ae128_uint4_q9000,SPLIT,AE128,128,UINT4,4,0.9,9000,2150,19354,1,CURRENT_CELL_MAJOR,1,0c2ba3a495684c0f8222492f554eb3de7c7a76181e0bd4b4a83529897db30f72,204186532,AE128_DECODER_0c2ba3a495684c0f8222492f554eb3de7c7a76181e0bd4b4a83529897db30f72,141364,107589.0,108885.0,0.004885936238370873,0.43285269434095863,0.823503472605005,0.7708182850067072,0.7962903741605372,0.7340943112759528,0.5623451692815855,0.5276342975206612,0.5444370419720187,0.8793883035041014,0.47001832940560356,0.6239137990962809,0.5361409796893668,0.8387106209229245,0.7471910112359551,0.26855600539811064,0.44239841277840375,0.362565132930789,0.4024817728545964,True,12,False,3,False,4,8,False,retain_previous_segmentation_layer_with_original_timestamp,EMERGENCY_ONLY,True,True,True,experiments/splitfusion_fcos_ae_v1/20260903_phase11d_lowbit_validation/phase11d_lowbit_validation.json,2680e6dc21469e6fdcabe1ce79e9d2d333d9a137c639cd033338b9b1c01c2862,experiments/splitfusion_fcos_ae_v1/20260903_phase11d_lowbit_validation/settings/ae128_uint4_q9000.json,733c44d289dae60e9a571a5ac2aa0c49b2eeecd80cef5e3570d6fae3a5d8331f
35,split_ae128_uint4_q9800,SPLIT,AE128,128,UINT4,4,0.98,9800,430,21074,1,CURRENT_CELL_MAJOR,1,0c2ba3a495684c0f8222492f554eb3de7c7a76181e0bd4b4a83529897db30f72,204186532,AE128_DECODER_0c2ba3a495684c0f8222492f554eb3de7c7a76181e0bd4b4a83529897db30f72,31284,23346.0,23809.8,0.0010602112429802899,0.4540080121348839,0.6213296820325575,0.4214219378805077,0.5022134776192818,1.04782318430425,0.517097966728281,0.2889979338842975,0.3707753479125248,0.9594185032656966,0.4143393080450188,0.34549878345498786,0.376800606520091,0.9292362432237291,0.44147940074906367,0.06882591093117409,0.15160955961665873,0.1431260557407857,0.1473678076787222,True,12,False,1,False,1,8,False,retain_previous_segmentation_layer_with_original_timestamp,EMERGENCY_ONLY,True,True,True,experiments/splitfusion_fcos_ae_v1/20260903_phase11d_lowbit_validation/phase11d_lowbit_validation.json,2680e6dc21469e6fdcabe1ce79e9d2d333d9a137c639cd033338b9b1c01c2862,experiments/splitfusion_fcos_ae_v1/20260903_phase11d_lowbit_validation/settings/ae128_uint4_q9800.json,8c55c4f5bd94b875717cc9ad5dbddfcb6476a359a966ac6b342ce973228be6ed
36,split_ae64_uint8_q0000,SPLIT,AE64,64,UINT8,8,0.0,0,21504,0,1,CURRENT_CELL_MAJOR,1,dd7c5124e27114584ab2083e59160a3ff2a2d040d0a37d22564ac98c838aa8e0,3715911972,AE64_DECODER_dd7c5124e27114584ab2083e59160a3ff2a2d040d0a37d22564ac98c838aa8e0,1376818,1216049.0,1227761.8,0.055224399118261734,1.0,0.9303818483674599,0.8674027448147766,0.8977891701377764,0.49325590210623077,0.7723322905804657,0.5738636363636364,0.658467921173507,0.842777578367873,0.691692735488356,0.691692735488356,0.691692735488356,0.8185322171689533,0.8174157303370787,0.3292847503373819,0.8961738189492368,0.5214509386599592,0.7088123788045979,False,10,False,7,False,5,8,True,install_current_segmentation,EMERGENCY_ONLY,False,True,True,experiments/splitfusion_fcos_ae_v1/20260903_phase10b_ae64_uint8_validation/phase10b_ae64_uint8_validation.json,eead1786a5d12294b9d61d9271431049aac28540a20f2c4608db33ab66de3aad,experiments/splitfusion_fcos_ae_v1/20260903_phase10b_ae64_uint8_validation/settings/q0000.json,77229e138992bbc039de67c5e68d43f93127d73c1d6ea59851f36ec7376d9149
37,split_ae64_uint8_q3000,SPLIT,AE64,64,UINT8,8,0.3,3000,15053,6451,1,CURRENT_CELL_MAJOR,1,dd7c5124e27114584ab2083e59160a3ff2a2d040d0a37d22564ac98c838aa8e0,3715911972,AE64_DECODER_dd7c5124e27114584ab2083e59160a3ff2a2d040d0a37d22564ac98c838aa8e0,966642,862189.0,867327.4,0.039154564866526735,1.0,0.9282719046568086,0.8680218759673924,0.8971364581666932,0.49778825107948294,0.7459743674005915,0.5862603305785123,0.6565437454808387,0.8386676651110699,0.6587353324641461,0.7024678484532499,0.6798990748528176,0.8141253012648906,0.8249063670411985,0.349527665317139,0.8859348742520038,0.5114633038970723,0.698699089074538,False,10,False,7,False,6,8,True,install_current_segmentation,EMERGENCY_ONLY,False,True,True,experiments/splitfusion_fcos_ae_v1/20260903_phase10b_ae64_uint8_validation/phase10b_ae64_uint8_validation.json,eead1786a5d12294b9d61d9271431049aac28540a20f2c4608db33ab66de3aad,experiments/splitfusion_fcos_ae_v1/20260903_phase10b_ae64_uint8_validation/settings/q3000.json,cf6edea6bc783bc4d062614b5ac65af9577a1ff856dc882406797e30fddf76b0
38,split_ae64_uint8_q5000,SPLIT,AE64,64,UINT8,8,0.5,5000,10752,10752,1,CURRENT_CELL_MAJOR,1,dd7c5124e27114584ab2083e59160a3ff2a2d040d0a37d22564ac98c838aa8e0,3715911972,AE64_DECODER_dd7c5124e27114584ab2083e59160a3ff2a2d040d0a37d22564ac98c838aa8e0,691378,619563.0,622664.0,0.028136197135894686,1.0,0.9135802469135802,0.8704984005778558,0.8915191545574637,0.4992602108715341,0.7443070917371503,0.5909090909090909,0.6587964295997696,0.8350271105575521,0.6529165323880116,0.7042057698992006,0.6775919732441472,0.8039600660013292,0.8235018726591761,0.3603238866396761,0.8517953237661653,0.5014169573053521,0.6766061405357586,False,9,False,7,False,6,8,True,install_current_segmentation,EMERGENCY_ONLY,False,True,True,experiments/splitfusion_fcos_ae_v1/20260903_phase10b_ae64_uint8_validation/phase10b_ae64_uint8_validation.json,eead1786a5d12294b9d61d9271431049aac28540a20f2c4608db33ab66de3aad,experiments/splitfusion_fcos_ae_v1/20260903_phase10b_ae64_uint8_validation/settings/q5000.json,491810f4531fb63e27dad83ec93bb3d79370f08ae89225f21db5cc1c82efa04b
39,split_ae64_uint8_q7000,SPLIT,AE64,64,UINT8,8,0.7,7000,6451,15053,1,CURRENT_CELL_MAJOR,1,dd7c5124e27114584ab2083e59160a3ff2a2d040d0a37d22564ac98c838aa8e0,3715911972,AE64_DECODER_dd7c5124e27114584ab2083e59160a3ff2a2d040d0a37d22564ac98c838aa8e0,416114,374264.0,376062.8,0.01699644053125911,1.0,0.8942062818336163,0.869569703848932,0.8817159298979858,0.5352869410761808,0.6934416365824309,0.5952995867768595,0.640633685380767,0.8503608061813861,0.5950219619326501,0.7062912756343414,0.6458995549904641,0.8134171879189902,0.8178838951310862,0.38461538461538464,0.766853997434211,0.4646101624347283,0.6157320799344697,False,9,False,4,False,6,8,False,retain_previous_segmentation_layer_with_original_timestamp,EMERGENCY_ONLY,False,True,True,experiments/splitfusion_fcos_ae_v1/20260903_phase10b_ae64_uint8_validation/phase10b_ae64_uint8_validation.json,eead1786a5d12294b9d61d9271431049aac28540a20f2c4608db33ab66de3aad,experiments/splitfusion_fcos_ae_v1/20260903_phase10b_ae64_uint8_validation/settings/q7000.json,ad52cd1625d258157ed10376e7f2583759ced99719591273a2256e534abf9b21
40,split_ae64_uint8_q9000,SPLIT,AE64,64,UINT8,8,0.9,9000,2150,19354,1,CURRENT_CELL_MAJOR,1,dd7c5124e27114584ab2083e59160a3ff2a2d040d0a37d22564ac98c838aa8e0,3715911972,AE64_DECODER_dd7c5124e27114584ab2083e59160a3ff2a2d040d0a37d22564ac98c838aa8e0,140850,126237.0,126784.6,0.005732797339163148,1.0,0.8172572178477691,0.7711278505830151,0.7935226971064507,0.7240046718022123,0.5614471140568904,0.525051652892562,0.5426397971440011,0.882412433177278,0.4697286012526096,0.6256517205422315,0.5365926367565957,0.8403959512702808,0.7523408239700374,0.26045883940620784,0.42860229528678495,0.3535907018170673,0.39109649855192613,False,6,False,3,False,4,8,False,retain_previous_segmentation_layer_with_original_timestamp,EMERGENCY_ONLY,True,True,True,experiments/splitfusion_fcos_ae_v1/20260903_phase10b_ae64_uint8_validation/phase10b_ae64_uint8_validation.json,eead1786a5d12294b9d61d9271431049aac28540a20f2c4608db33ab66de3aad,experiments/splitfusion_fcos_ae_v1/20260903_phase10b_ae64_uint8_validation/settings/q9000.json,54e8159446fb74b885cbaedb7e41ac98f12f52a692c6c52cdfa55fc972058885
41,split_ae64_uint8_q9800,SPLIT,AE64,64,UINT8,8,0.98,9800,430,21074,1,CURRENT_CELL_MAJOR,1,dd7c5124e27114584ab2083e59160a3ff2a2d040d0a37d22564ac98c838aa8e0,3715911972,AE64_DECODER_dd7c5124e27114584ab2083e59160a3ff2a2d040d0a37d22564ac98c838aa8e0,30770,26102.0,26263.0,0.001185369393655081,1.0,0.6292667993264962,0.4242080280672789,0.5067800788954636,1.0484705181836553,0.4887317719840919,0.2856404958677686,0.36055419722901383,0.9662643151584506,0.3922191345772132,0.3434132777198471,0.36619718309859156,0.9435718418377458,0.4405430711610487,0.06342780026990553,0.1457452781619431,0.1382328081380468,0.14198904314999494,False,5,False,1,False,1,8,False,retain_previous_segmentation_layer_with_original_timestamp,EMERGENCY_ONLY,True,True,True,experiments/splitfusion_fcos_ae_v1/20260903_phase10b_ae64_uint8_validation/phase10b_ae64_uint8_validation.json,eead1786a5d12294b9d61d9271431049aac28540a20f2c4608db33ab66de3aad,experiments/splitfusion_fcos_ae_v1/20260903_phase10b_ae64_uint8_validation/settings/q9800.json,b393d83c0d3fd86f4c642e9b788c70ed086c102f8099b3ce2df280ac2e5e1e9a
42,split_ae64_uint6_q0000,SPLIT,AE64,64,UINT6,6,0.0,0,21504,0,1,CURRENT_CELL_MAJOR,1,dd7c5124e27114584ab2083e59160a3ff2a2d040d0a37d22564ac98c838aa8e0,3715911972,AE64_DECODER_dd7c5124e27114584ab2083e59160a3ff2a2d040d0a37d22564ac98c838aa8e0,1032756,954637.0,971189.2,0.04335290329670929,0.7850316886901761,0.9292739529229749,0.8677123103910845,0.8974386339381003,0.4926401750737458,0.7674740484429066,0.5728305785123967,0.6560189293108547,0.841280228897261,0.6868302799861735,0.6906499826207856,0.6887348353552859,0.8165508471974642,0.8164794007490637,0.32793522267206476,0.8961117336388841,0.5210304439161021,0.7085710887774931,True,12,False,7,False,5,8,True,install_current_segmentation,FULL_PRESERVATION,False,True,True,experiments/splitfusion_fcos_ae_v1/20260903_phase11d_lowbit_validation/phase11d_lowbit_validation.json,2680e6dc21469e6fdcabe1ce79e9d2d333d9a137c639cd033338b9b1c01c2862,experiments/splitfusion_fcos_ae_v1/20260903_phase11d_lowbit_validation/settings/ae64_uint6_q0000.json,012c97227f0c463294eed0cec5bdce4f6e0c145fbf47d7a45693cd2379fc0292
43,split_ae64_uint6_q3000,SPLIT,AE64,64,UINT6,6,0.3,3000,15053,6451,1,CURRENT_CELL_MAJOR,1,dd7c5124e27114584ab2083e59160a3ff2a2d040d0a37d22564ac98c838aa8e0,3715911972,AE64_DECODER_dd7c5124e27114584ab2083e59160a3ff2a2d040d0a37d22564ac98c838aa8e0,725796,683153.0,687242.0,0.031024008021747363,0.7923471535823352,0.928082947275535,0.8682282530182643,0.8971583941994988,0.49711989155394737,0.7404129793510325,0.5834194214876033,0.6526072511916798,0.8389798771118521,0.654296875,0.6986444212721585,0.6757438224911749,0.8130487092691315,0.8206928838951311,0.3468286099865047,0.8859167977097602,0.511150597419612,0.6985336975646861,True,12,False,7,False,5,8,True,install_current_segmentation,FULL_PRESERVATION,False,True,True,experiments/splitfusion_fcos_ae_v1/20260903_phase11d_lowbit_validation/phase11d_lowbit_validation.json,2680e6dc21469e6fdcabe1ce79e9d2d333d9a137c639cd033338b9b1c01c2862,experiments/splitfusion_fcos_ae_v1/20260903_phase11d_lowbit_validation/settings/ae64_uint6_q3000.json,3c0f10827fd9a47b1bd9daf4e768baae44efa3c7cb9d2fd6ac3439716c3d3dcc
44,split_ae64_uint6_q5000,SPLIT,AE64,64,UINT6,6,0.5,5000,10752,10752,1,CURRENT_CELL_MAJOR,1,dd7c5124e27114584ab2083e59160a3ff2a2d040d0a37d22564ac98c838aa8e0,3715911972,AE64_DECODER_dd7c5124e27114584ab2083e59160a3ff2a2d040d0a37d22564ac98c838aa8e0,519348,491006.0,492979.4,0.022298041701823874,0.7925037486099074,0.9147505422993493,0.8702920235269838,0.8919676378827136,0.4979807940588803,0.7429037520391517,0.5880681818181818,0.6564797462880206,0.8257537273365861,0.64983922829582,0.7024678484532499,0.6751294471354602,0.7969772006399687,0.8216292134831461,0.358974358974359,0.8517413722357858,0.5009929058177888,0.6763671390267874,True,12,False,7,False,6,8,True,install_current_segmentation,FULL_PRESERVATION,False,True,True,experiments/splitfusion_fcos_ae_v1/20260903_phase11d_lowbit_validation/phase11d_lowbit_validation.json,2680e6dc21469e6fdcabe1ce79e9d2d333d9a137c639cd033338b9b1c01c2862,experiments/splitfusion_fcos_ae_v1/20260903_phase11d_lowbit_validation/settings/ae64_uint6_q5000.json,cd237b0a29c29585b63d6a8994f0ce7c94808070c5fd696a1615492b21dd7815
